0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,seed,complex_param
,,15,,15,10,15,16,16,11,15,13.0,14,14,13,12,9,,,11,5,11,17,,16.0,17.0,19.0,14,15,15,6,16,19.0,0.0,14,8,13.0,,14,15,14,13,0.0,0,14,8,16,15,15,16,14,,12,,14,17,0.0,0,15,15,15.0,15,12,16,,5,20.0,4,11,0.0,0,20.0,16.0,,0.0,4.0,13,13,2,9,12.0,0.0,13,18.0,16.0,16,2,5,,,14.0,0.0,22,10
,,12,0.0,13,12,13,15,14,0,9,19.0,13,12,14,6,14,,,9,5,10,16,23.0,0.0,20.0,22.0,0,13,0,14,18,,,10,7,22.0,9.0,12,8,7,9,3.0,13,13,13,3,0,14,14,3,16.0,14,15.0,11,17,8.0,4,0,9,,0,9,10,,8,,0,15,,15,,20.0,24.0,0.0,13.0,15,13,14,9,8.0,16.0,11,21.0,10.0,7,13,8,,,17.0,,23,10
16.0,,1,14.0,4,12,11,3,13,13,12,13.0,12,12,10,9,11,,,10,0,8,5,17.0,14.0,14.0,16.0,11,13,0,14,13,14.0,7.0,2,12,,0.0,12,3,11,11,14.0,3,8,12,11,4,0,13,12,11.0,13,,1,12,0.0,14,12,13,,0,11,8,,10,,1,13,12.0,14,,0.0,,0.0,,14,13,14,12,,13.0,11,15.0,14.0,14,0,13,7.0,0.0,,,24,10
0.0,13.0,12,,12,9,0,13,5,3,13,15.0,12,12,7,10,12,,,10,11,13,14,11.0,3.0,16.0,16.0,2,13,13,14,14,6.0,15.0,13,0,,,12,1,11,10,10.0,12,4,13,0,10,13,11,12,14.0,0,11.0,13,12,,13,0,12,,11,9,0,2.0,9,,0,12,16.0,0,,15.0,11.0,,13.0,14,13,13,8,16.0,14.0,0,16.0,12.0,13,14,13,,,,,25,10
19.0,,8,,8,0,9,9,0,12,8,11.0,8,8,9,1,8,17.0,0.0,3,0,11,11,2.0,13.0,4.0,8.0,6,2,10,10,0,19.0,,0,7,3.0,,7,9,8,2,4.0,0,7,9,7,10,8,8,10,20.0,1,,10,10,,12,11,3,,10,7,0,,7,,9,9,20.0,9,,11.0,12.0,17.0,8.0,2,6,10,8,,10.0,5,12.0,12.0,0,0,6,2.0,,,,26,10
,,7,,7,5,6,8,9,9,8,8.0,7,7,9,3,3,4.0,0.0,2,1,4,0,10.0,5.0,7.0,4.0,0,8,7,0,8,,,3,6,,15.0,7,4,2,0,9.0,3,8,0,7,5,8,9,0,,8,,1,3,,1,0,6,9.0,7,6,6,0.0,1,3.0,5,7,,7,13.0,9.0,4.0,,10.0,7,4,6,5,15.0,7.0,7,9.0,8.0,6,8,0,,,4.0,,27,10
,,5,,12,10,0,3,3,5,12,13.0,11,11,0,9,9,24.0,,7,10,0,13,24.0,11.0,11.0,9.0,12,13,12,0,5,17.0,,13,12,19.0,23.0,11,11,0,9,8.0,8,10,5,12,11,11,14,11,,13,,12,2,26.0,0,0,10,6.0,11,3,13,15.0,6,0.0,0,11,16.0,5,,12.0,25.0,,,5,11,11,12,15.0,12.0,9,0.0,11.0,14,13,10,,,,,28,10
,14.0,10,,12,0,11,13,6,12,0,16.0,10,12,12,8,8,,,0,7,13,8,17.0,13.0,16.0,17.0,11,12,6,11,15,,16.0,12,12,,0.0,2,1,9,0,0.0,12,11,12,11,12,12,13,13,8.0,13,16.0,12,14,22.0,4,6,12,11.0,13,8,0,,7,,10,9,,0,,16.0,0.0,,8.0,12,1,12,9,11.0,11.0,11,15.0,11.0,13,13,10,,,0.0,,29,10
0.0,,13,,12,11,12,12,0,12,5,5.0,13,13,12,10,4,,,9,12,0,15,10.0,0.0,15.0,16.0,13,7,13,9,4,17.0,11.0,0,13,11.0,16.0,12,8,12,10,13.0,7,12,13,13,11,13,14,11,,14,,10,14,,11,5,0,,10,8,14,,9,,0,13,16.0,0,,0.0,16.0,12.0,,1,12,13,13,14.0,0.0,12,16.0,8.0,14,10,12,,13.0,,23.0,30,10
0.0,15.0,10,,16,16,16,0,0,18,12,17.0,16,15,17,15,14,,13.0,11,13,16,14,14.0,18.0,11.0,18.0,16,16,17,17,16,3.0,,0,7,0.0,,15,16,15,17,7.0,16,15,0,17,12,14,15,0,0.0,5,0.0,7,13,18.0,18,17,15,14.0,17,14,17,,9,,16,7,17.0,18,0.0,15.0,17.0,,,17,6,13,10,,18.0,15,17.0,18.0,16,17,18,,,,,31,10
13.0,9.0,0,3.0,7,8,7,9,9,12,7,11.0,8,0,10,7,8,,5.0,6,5,12,10,13.0,9.0,10.0,12.0,0,8,9,10,10,12.0,13.0,6,7,0.0,13.0,7,9,0,10,9.0,7,5,8,5,11,0,3,10,,8,,10,1,,12,11,12,,11,2,10,,2,,6,8,6.0,0,,0.0,,,,11,8,1,0,,11.0,6,6.0,12.0,9,4,9,9.0,0.0,,,32,10
,,0,17.0,0,9,0,10,6,15,6,13.0,10,6,5,9,9,,,7,1,15,3,,16.0,12.0,14.0,0,4,14,11,11,15.0,,10,9,9.0,,9,13,8,13,11.0,9,7,10,13,0,9,8,14,15.0,4,14.0,13,0,4.0,11,14,15,,14,10,14,3.0,10,,12,5,6.0,9,17.0,12.0,,,,0,10,11,0,15.0,9.0,8,0.0,16.0,10,12,8,,,7.0,0.0,33,10
11.0,,4,,0,8,7,7,8,2,0,12.0,8,6,4,0,7,,8.0,4,5,4,4,14.0,2.0,12.0,13.0,6,5,3,9,2,13.0,,6,7,,,6,8,0,7,7.0,6,2,0,8,6,5,0,7,16.0,8,15.0,8,8,16.0,8,8,7,,0,5,8,,0,14.0,2,8,13.0,8,,12.0,15.0,,,9,7,9,3,,10.0,3,11.0,6.0,8,9,6,0.0,,,0.0,34,10
2.0,,7,,11,10,10,12,11,11,10,12.0,11,9,1,7,2,,20.0,6,4,11,0,12.0,11.0,0.0,12.0,10,11,5,10,12,12.0,,11,0,,9.0,9,10,9,9,12.0,10,9,11,11,11,11,0,10,,6,,0,12,,5,11,2,,5,7,11,,0,,8,10,13.0,3,,13.0,13.0,,0.0,0,6,10,9,10.0,11.0,8,13.0,0.0,12,12,9,10.0,,0.0,22.0,35,10
15.0,,0,0.0,13,10,11,14,14,15,14,5.0,0,12,10,3,11,6.0,,1,12,13,10,1.0,,15.0,8.0,13,14,14,9,13,8.0,,13,0,,1.0,8,3,11,12,14.0,12,11,12,15,13,0,15,0,,15,,13,14,12.0,15,15,0,11.0,12,9,11,,2,15.0,13,3,0.0,14,,14.0,2.0,,,14,7,14,13,0.0,15.0,12,15.0,,15,14,12,,0.0,,14.0,36,10
,,2,,8,0,7,10,7,10,8,14.0,8,7,8,4,7,,,4,6,10,13,9.0,9.0,14.0,,8,8,9,1,12,12.0,13.0,7,7,4.0,,2,8,0,4,9.0,5,6,7,10,9,7,5,8,,9,,9,11,0.0,0,9,1,0.0,0,3,10,11.0,3,10.0,5,5,,2,,0.0,5.0,2.0,9.0,2,4,4,6,,0.0,0,14.0,10.0,9,10,5,0.0,9.0,2.0,,37,10
16.0,,11,,9,12,1,2,12,12,6,17.0,12,10,0,11,0,6.0,15.0,10,9,5,0,,0.0,18.0,,13,13,12,11,4,,,12,12,,,12,11,0,11,14.0,12,10,12,13,12,3,9,0,9.0,13,14.0,2,13,16.0,13,0,12,4.0,11,10,13,0.0,5,0.0,7,8,,14,11.0,18.0,15.0,11.0,6.0,12,13,13,13,0.0,13.0,11,,8.0,14,15,12,,,14.0,,38,10
13.0,7.0,10,,10,6,10,9,11,10,11,2.0,10,10,11,5,3,,9.0,1,9,4,0,12.0,0.0,11.0,13.0,7,0,0,2,7,0.0,,7,8,,,10,0,9,5,0.0,10,10,9,9,7,10,11,0,,11,,6,9,,1,7,6,,0,5,8,,4,12.0,4,0,12.0,10,,11.0,4.0,,,8,8,9,3,13.0,9.0,9,12.0,1.0,11,11,7,12.0,,6.0,15.0,39,10
,,18,,20,18,19,11,20,18,19,15.0,20,17,19,15,18,0.0,,17,18,19,20,,17.0,20.0,19.0,20,21,17,10,19,0.0,6.0,19,19,,,0,17,18,17,,6,4,18,1,16,12,20,6,20.0,21,,0,17,,18,18,17,14.0,0,16,9,0.0,7,17.0,0,2,13.0,19,,20.0,,,2.0,18,0,19,0,,19.0,18,21.0,14.0,21,7,18,0.0,19.0,3.0,20.0,40,10
12.0,,11,,1,12,0,7,12,13,11,14.0,7,9,12,11,11,,,9,8,15,13,20.0,0.0,0.0,12.0,0,4,14,14,13,14.0,18.0,10,10,,,4,13,10,13,13.0,11,10,12,11,14,8,13,14,,14,,0,12,,14,14,3,,13,10,14,,8,14.0,12,0,5.0,14,,13.0,21.0,,17.0,0,13,13,13,21.0,15.0,0,14.0,0.0,14,8,13,13.0,,22.0,0.0,41,10
0.0,18.0,11,18.0,12,10,10,9,3,12,0,11.0,11,11,6,7,10,,,8,10,6,0,,12.0,12.0,0.0,12,13,13,8,5,13.0,9.0,13,12,,,10,0,0,10,14.0,11,0,11,11,11,6,12,11,,13,,10,0,,13,1,5,4.0,11,2,12,,9,15.0,0,11,13.0,13,17.0,0.0,,,18.0,2,11,2,12,,13.0,5,12.0,13.0,14,14,10,,,15.0,10.0,42,10
,,0,,16,15,15,14,15,0,15,0.0,15,12,2,0,13,20.0,12.0,12,13,14,15,11.0,6.0,16.0,17.0,14,15,10,16,1,17.0,,4,12,,4.0,15,14,14,13,2.0,14,14,0,15,14,14,6,9,,16,,3,16,,12,13,13,6.0,4,0,0,24.0,7,,10,14,13.0,16,,16.0,0.0,,,16,15,0,13,20.0,17.0,15,0.0,14.0,16,16,15,17.0,8.0,,,43,10
3.0,,13,,11,14,14,0,13,16,14,15.0,15,1,15,13,11,,12.0,12,8,14,1,16.0,0.0,16.0,17.0,12,14,15,15,15,,0.0,14,12,,13.0,10,14,14,12,14.0,13,13,10,15,10,14,3,13,15.0,13,0.0,1,15,,16,15,14,,12,0,3,0.0,7,,3,6,17.0,15,,0.0,17.0,,15.0,4,14,0,11,9.0,13.0,13,17.0,16.0,0,15,14,,,16.0,0.0,44,10
0.0,0.0,0,14.0,12,13,12,12,13,6,11,6.0,12,4,13,10,11,,,9,10,14,12,12.0,5.0,12.0,15.0,12,11,0,14,9,14.0,,4,11,,11.0,0,11,10,12,13.0,1,5,12,13,13,7,7,8,0.0,12,,12,11,6.0,4,13,13,14.0,12,0,6,,4,,11,13,0.0,12,0.0,13.0,14.0,,,14,12,13,11,,15.0,10,15.0,14.0,5,13,14,11.0,,,0.0,45,10
22.0,,9,,11,10,9,10,11,9,0,0.0,11,0,2,5,8,18.0,,1,0,10,11,4.0,11.0,12.0,9.0,9,6,0,11,12,,12.0,10,10,,0.0,9,7,10,6,11.0,8,7,10,4,9,10,9,2,12.0,11,,8,11,,1,2,10,10.0,1,4,8,,5,8.0,0,0,,10,,12.0,12.0,,19.0,11,11,10,7,14.0,12.0,10,0.0,10.0,11,10,0,,,13.0,,46,10
,,5,7.0,3,2,3,7,6,9,5,10.0,6,4,0,5,1,4.0,8.0,1,4,8,9,12.0,7.0,2.0,11.0,1,2,7,1,8,0.0,,6,5,,13.0,0,5,0,5,9.0,5,0,6,0,7,7,7,6,10.0,8,,4,8,,9,8,8,14.0,7,5,8,,3,6.0,4,0,11.0,0,,9.0,13.0,,,2,0,5,5,8.0,0.0,4,10.0,8.0,8,9,4,,14.0,,,47,10
17.0,,12,,12,0,11,10,0,13,12,0.0,13,12,14,3,12,0.0,,8,9,9,13,,12.0,13.0,7.0,13,7,11,12,12,15.0,,12,13,,,11,6,10,0,14.0,0,11,4,11,10,11,13,11,8.0,14,14.0,10,0,21.0,0,11,7,,11,8,4,,7,,9,12,0.0,6,12.0,13.0,,,14.0,5,11,5,10,8.0,13.0,10,14.0,13.0,6,14,11,,0.0,12.0,,48,10
19.0,0.0,16,,16,14,15,14,15,16,16,16.0,16,15,16,11,14,12.0,,11,14,15,0,19.0,17.0,0.0,18.0,15,5,5,14,17,18.0,,1,14,,,15,12,16,11,10.0,11,13,15,13,13,15,4,0,5.0,16,,13,16,,0,4,14,,3,10,9,13.0,0,0.0,10,13,13.0,15,,17.0,0.0,,13.0,0,16,15,9,,15.0,15,17.0,16.0,12,0,5,,15.0,,,49,10
,14.0,7,16.0,7,4,6,7,3,6,8,10.0,6,7,7,4,0,0.0,0.0,3,5,0,9,10.0,8.0,10.0,8.0,8,9,6,6,9,,,8,2,,17.0,7,2,0,6,10.0,7,2,2,7,8,6,9,7,,10,,7,5,,0,0,7,,8,5,8,17.0,4,4.0,5,5,,1,17.0,0.0,6.0,,0.0,7,7,3,6,,7.0,0,10.0,3.0,10,9,3,7.0,,11.0,,50,10
13.0,,0,20.0,0,9,10,14,5,15,11,17.0,5,10,11,10,10,,,0,7,14,15,,14.0,18.0,20.0,3,11,12,8,16,20.0,,6,8,,,10,11,10,12,4.0,10,0,2,13,13,11,10,12,3.0,7,,10,15,6.0,15,11,14,,13,3,13,0.0,0,,6,9,19.0,0,0.0,18.0,,16.0,13.0,11,10,10,8,,0.0,9,19.0,11.0,9,0,10,,12.0,,15.0,51,10
,,0,20.0,10,14,13,15,0,16,15,17.0,15,14,12,13,14,22.0,,0,14,3,6,19.0,0.0,6.0,18.0,3,15,0,16,16,,,15,1,,21.0,14,8,11,14,15.0,15,13,15,15,15,0,14,15,16.0,15,15.0,9,0,,10,15,16,21.0,16,13,14,,12,0.0,11,15,,17,23.0,8.0,0.0,0.0,23.0,17,16,16,15,17.0,18.0,14,17.0,16.0,14,10,11,,,,,52,10
10.0,,14,0.0,15,12,2,5,13,4,2,8.0,15,1,15,14,12,,,0,13,16,14,16.0,16.0,16.0,4.0,14,0,15,13,15,16.0,,14,14,,,10,13,14,15,0.0,13,14,14,15,5,13,13,15,5.0,15,0.0,6,15,0.0,15,5,16,5.0,16,0,15,,0,15.0,14,14,14.0,16,0.0,0.0,14.0,,9.0,15,15,15,4,,15.0,14,5.0,16.0,11,15,6,,,13.0,,53,10
0.0,,14,,14,12,5,6,12,15,14,16.0,13,14,14,11,12,12.0,6.0,12,13,13,0,18.0,14.0,15.0,17.0,14,14,11,9,14,6.0,,13,7,,,14,12,8,0,0.0,14,13,13,12,11,5,15,12,10.0,15,,6,14,,14,13,5,,0,10,10,,3,,10,4,15.0,0,0.0,15.0,19.0,,4.0,13,13,14,9,0.0,13.0,13,0.0,0.0,15,8,11,,19.0,15.0,19.0,54,10
,,6,23.0,8,0,0,9,8,0,1,11.0,5,7,0,5,7,21.0,,5,0,5,0,13.0,11.0,1.0,12.0,4,8,10,10,10,23.0,1.0,9,7,0.0,,7,8,8,7,9.0,8,4,8,6,10,9,5,9,20.0,8,19.0,10,10,,11,9,10,,10,4,11,,6,,3,7,22.0,11,,9.0,5.0,,22.0,2,9,0,0,,11.0,0,11.0,8.0,9,11,3,,,13.0,,55,10
,,0,8.0,0,3,7,11,5,12,9,15.0,1,1,9,7,8,9.0,7.0,7,7,8,14,,12.0,11.0,16.0,8,10,10,10,13,,,9,0,,16.0,8,8,6,9,11.0,8,6,0,10,0,4,10,9,2.0,9,8.0,4,12,0.0,12,10,5,,0,6,9,,5,,9,5,,0,10.0,14.0,,,11.0,9,8,9,8,10.0,10.0,0,12.0,11.0,10,11,9,,0.0,5.0,7.0,56,10
,,5,0.0,9,1,9,0,10,6,9,13.0,3,8,10,5,9,0.0,,6,0,10,12,15.0,8.0,13.0,14.0,9,10,9,8,11,3.0,,5,7,,12.0,8,8,8,0,11.0,9,7,9,1,0,10,11,9,,0,,9,12,,10,9,9,11.0,1,6,10,6.0,4,,7,2,14.0,9,5.0,11.0,,3.0,0.0,7,0,8,3,,9.0,0,8.0,5.0,11,11,9,14.0,,,,57,10
,,8,,10,1,10,11,0,16,6,12.0,10,9,6,11,0,0.0,,7,0,14,12,,16.0,7.0,13.0,9,3,14,11,0,13.0,,8,7,13.0,,10,13,9,13,12.0,9,8,0,12,13,6,2,14,15.0,11,0.0,13,11,,16,14,15,,11,6,14,,10,11.0,13,9,10.0,12,,8.0,,3.0,0.0,12,12,12,10,12.0,12.0,4,6.0,15.0,11,13,0,12.0,,0.0,,58,10
13.0,1.0,10,,9,1,8,13,11,14,11,14.0,0,9,14,0,0,,10.0,5,6,12,14,14.0,14.0,12.0,15.0,3,0,12,13,14,,15.0,4,8,5.0,11.0,10,11,5,11,13.0,7,4,4,7,12,11,12,6,,13,,12,0,,6,13,13,0.0,13,10,0,,0,,12,11,15.0,14,0.0,5.0,15.0,,13.0,14,11,12,8,,14.0,9,15.0,15.0,13,13,14,,0.0,,,59,10
20.0,19.0,7,0.0,0,9,4,10,8,12,8,3.0,4,7,11,4,8,21.0,,0,5,0,13,,12.0,13.0,15.0,7,0,0,9,12,15.0,,8,8,,,8,9,6,9,5.0,3,6,9,10,4,3,0,10,22.0,8,,10,11,12.0,12,11,0,,8,7,0,16.0,7,,9,10,0.0,12,,13.0,,,22.0,11,10,11,10,6.0,12.0,5,14.0,4.0,1,11,11,4.0,,16.0,,60,10
,0.0,0,,14,13,9,13,14,0,13,5.0,15,13,16,14,15,,25.0,7,12,16,16,16.0,0.0,13.0,18.0,13,0,0,11,15,24.0,,12,14,,0.0,13,14,7,14,15.0,0,12,14,15,15,10,4,15,,15,,11,16,15.0,14,5,15,4.0,15,13,15,,12,,13,14,25.0,11,,17.0,17.0,18.0,,12,9,14,11,,16.0,11,18.0,16.0,15,0,15,,0.0,,23.0,61,10
