,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,theta,seed,q
258,1.0,2,2,2,2,1,1,1,2,2,2,1,1,1,0.0,2,1,2,1,1,1,0,1.0,0,2.0,0.0,2,1,2.0,2,2,1.0,0.0,0.0,2,0,1.0,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2.0,1.0,2,1,2,2.0,2,2,1,2.0,2,2,2,1,1,2,2,2,2,2,2.0,1,1,2.0,1,2,2,2,1,1,1.0,1,1,,2,1,1,2,2,0.0,2,0.03,58,-1
259,0.0,1,1,2,1,1,2,2,1,1,1,1,2,2,1.0,1,1,2,2,1,2,2,1.0,0,2.0,2.0,2,2,1.0,1,1,1.0,1.0,1.0,1,2,2.0,1,1,2,1,1,1,2,0,1,1,1,1,0,1,1.0,1.0,0,2,1,2.0,0,1,1,1.0,2,1,2,0,1,2,0,1,2,2,1.0,2,1,2.0,1,2,0,1,0,1,2.0,1,2,1.0,1,1,1,1,1,1.0,1,0.03,59,-1
260,2.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1.0,0,1,0,1,1,1,2,2.0,2,2.0,2.0,1,2,1.0,1,1,2.0,1.0,0.0,0,1,2.0,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2.0,2.0,2,1,2,2.0,1,1,1,2.0,1,2,1,2,0,1,1,1,1,0,2.0,0,2,2.0,1,1,0,1,1,1,1.0,1,1,2.0,2,1,0,1,1,1.0,2,0.03,60,-1
261,2.0,1,1,1,1,2,1,1,1,2,1,2,2,2,1.0,1,0,1,0,1,1,1,2.0,1,2.0,2.0,2,1,1.0,1,1,2.0,2.0,1.0,0,1,2.0,1,2,1,2,1,0,1,1,0,1,0,1,1,1,0.0,1.0,1,1,1,2.0,1,1,1,2.0,1,1,1,2,0,1,1,1,0,1,2.0,2,1,2.0,2,1,1,2,1,1,2.0,2,2,2.0,1,1,1,2,1,2.0,2,0.03,61,-1
262,2.0,2,2,2,1,1,2,2,2,0,3,0,3,2,2.0,2,2,0,0,2,2,1,2.0,2,0.0,1.0,1,3,2.0,1,0,2.0,2.0,3.0,2,2,3.0,1,3,1,2,2,3,1,3,0,2,1,1,3,1,1.0,2.0,0,1,2,3.0,1,0,1,1.0,1,2,2,2,1,2,1,1,2,1,1.0,1,2,1.0,1,1,1,1,2,2,0.0,2,2,1.0,2,2,1,2,2,1.0,2,0.03,62,-1
263,0.0,1,2,2,1,1,2,1,1,2,1,0,2,1,2.0,2,1,0,2,1,1,2,1.0,2,2.0,1.0,1,2,1.0,2,1,1.0,0.0,1.0,2,1,2.0,1,1,1,1,2,2,1,0,2,2,2,1,1,2,2.0,2.0,2,1,1,3.0,2,2,2,3.0,2,1,2,2,1,2,2,1,1,0,1.0,1,2,2.0,1,1,1,0,1,2,1.0,0,1,3.0,1,2,0,2,1,1.0,0,0.03,63,-1
264,1.0,2,1,1,1,2,2,1,0,2,0,1,2,1,2.0,2,2,1,1,1,2,1,1.0,2,2.0,1.0,1,1,1.0,1,1,0.0,1.0,2.0,0,2,1.0,2,0,1,1,2,1,1,1,1,2,1,0,1,1,0.0,1.0,1,0,1,2.0,2,2,2,3.0,2,1,1,2,1,2,2,0,1,1,1.0,1,1,2.0,2,2,2,1,1,2,2.0,1,1,3.0,0,1,1,1,1,2.0,1,0.03,64,-1
265,3.0,0,1,2,2,1,0,2,1,0,2,2,1,1,2.0,1,1,2,2,2,1,2,3.0,2,2.0,3.0,1,1,1.0,1,2,3.0,3.0,2.0,2,2,2.0,1,1,1,0,2,1,1,1,1,0,1,2,2,2,2.0,2.0,2,1,2,0.0,1,1,2,1.0,2,1,0,2,1,2,1,1,3,1,0.0,2,1,2.0,1,2,1,1,0,2,1.0,2,2,1.0,0,1,1,2,2,1.0,1,0.03,65,-1
266,3.0,2,1,2,1,1,2,2,2,1,2,2,2,1,2.0,2,1,2,1,1,0,0,3.0,2,2.0,3.0,3,1,1.0,2,1,3.0,3.0,1.0,2,1,2.0,1,2,2,1,1,2,1,2,1,2,1,2,1,1,0.0,1.0,1,1,3,2.0,1,1,1,0.0,1,2,2,1,1,2,2,1,3,2,1.0,2,2,0.0,1,2,0,1,0,1,1.0,1,3,2.0,1,2,1,1,2,0.0,1,0.03,66,-1
267,1.0,1,2,2,1,2,2,0,2,0,2,1,1,1,2.0,1,1,2,2,1,1,2,0.0,2,2.0,2.0,1,1,2.0,2,1,1.0,1.0,2.0,1,0,1.0,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1.0,1.0,0,1,1,2.0,1,1,1,1.0,2,1,2,1,1,2,0,2,0,2,2.0,1,1,0.0,1,1,2,2,2,1,2.0,1,1,1.0,2,1,2,2,0,2.0,0,0.03,67,-1
268,3.0,1,2,2,2,1,2,2,1,1,2,2,0,2,1.0,1,1,1,2,1,2,2,3.0,0,0.0,3.0,3,1,0.0,1,2,3.0,3.0,2.0,1,1,0.0,1,2,0,2,1,1,1,1,1,1,2,2,1,1,3.0,2.0,2,1,3,1.0,1,1,1,2.0,1,1,0,2,1,1,1,1,3,2,1.0,2,1,0.0,1,2,1,1,0,2,2.0,1,2,0.0,1,1,1,2,2,1.0,1,0.03,68,-1
269,1.0,2,2,2,1,1,2,1,1,0,1,1,1,1,2.0,1,1,2,1,1,0,1,0.0,1,2.0,2.0,1,1,1.0,2,2,1.0,1.0,1.0,1,1,2.0,1,2,1,1,2,1,1,1,2,2,1,1,0,1,2.0,1.0,2,0,0,0.0,1,1,2,1.0,2,2,1,1,1,2,2,2,1,2,2.0,1,0,1.0,0,2,2,2,1,1,1.0,1,1,1.0,1,2,1,2,2,0.0,2,0.03,69,-1
270,0.0,1,2,2,2,2,1,1,1,1,2,1,2,1,2.0,1,2,2,2,2,2,1,1.0,1,0.0,2.0,1,1,1.0,1,1,1.0,1.0,3.0,1,1,2.0,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1.0,0.0,1,1,1,2.0,1,1,0,0.0,1,1,2,1,1,1,1,1,1,1,1.0,0,1,2.0,2,2,2,0,1,2,2.0,1,1,0.0,0,0,2,2,2,2.0,2,0.03,70,-1
271,2.0,2,1,2,2,1,1,1,2,2,1,0,2,2,1.0,1,1,1,0,1,1,1,2.0,2,2.0,1.0,1,2,2.0,1,0,2.0,2.0,0.0,2,2,2.0,1,0,1,0,2,2,1,1,0,2,1,1,2,1,2.0,,2,1,0,2.0,2,1,2,2.0,2,1,2,2,1,2,1,1,1,1,1.0,1,1,1.0,1,2,1,1,2,0,1.0,2,2,2.0,2,2,2,2,2,1.0,2,0.03,71,-1
272,2.0,1,1,2,2,1,1,0,1,1,1,1,2,2,2.0,1,1,2,1,0,1,0,2.0,2,2.0,1.0,0,2,1.0,0,2,1.0,1.0,2.0,1,1,1.0,2,1,1,2,1,1,2,1,1,0,1,1,1,1,2.0,2.0,2,1,1,2.0,2,1,1,2.0,2,1,1,1,1,2,1,1,0,2,1.0,1,2,0.0,1,1,1,1,0,1,2.0,1,1,2.0,2,2,1,0,2,1.0,1,0.03,72,-1
273,1.0,1,1,2,1,2,1,1,0,1,0,2,2,1,1.0,1,0,1,0,1,1,2,0.0,1,2.0,2.0,1,1,1.0,1,1,1.0,1.0,1.0,1,1,2.0,1,0,1,1,1,1,2,1,2,0,1,1,1,1,2.0,2.0,2,1,1,2.0,1,1,1,2.0,1,1,1,2,0,1,0,1,2,1,0.0,1,1,2.0,1,1,2,2,1,1,1.0,1,2,1.0,2,2,1,2,2,2.0,1,0.03,73,-1
274,3.0,2,2,1,0,1,2,2,1,0,1,0,2,1,2.0,2,2,1,2,2,1,2,2.0,1,2.0,1.0,1,1,0.0,1,0,2.0,2.0,2.0,1,2,3.0,0,2,2,2,1,1,1,1,1,1,1,2,1,2,1.0,2.0,1,1,2,2.0,1,1,1,1.0,2,0,1,2,1,2,1,1,2,1,1.0,1,0,1.0,1,2,1,1,2,1,1.0,1,2,1.0,1,2,2,2,1,2.0,0,0.03,74,-1
275,2.0,2,1,1,1,1,1,1,0,2,1,1,2,2,2.0,1,2,1,1,0,1,2,1.0,2,2.0,2.0,0,1,1.0,1,1,2.0,2.0,2.0,0,1,1.0,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2.0,2.0,2,2,0,2.0,2,2,2,3.0,2,2,2,0,1,2,2,1,1,0,0.0,1,1,2.0,1,1,2,1,1,2,0.0,1,2,3.0,2,1,1,1,1,1.0,2,0.03,75,-1
276,0.0,0,1,2,2,1,1,0,1,1,2,1,1,2,1.0,0,1,2,2,1,1,2,1.0,1,2.0,2.0,0,1,2.0,1,2,1.0,1.0,0.0,2,2,2.0,1,1,1,0,1,0,1,1,1,1,1,1,2,1,2.0,2.0,2,2,1,2.0,2,2,1,2.0,1,2,1,2,1,2,1,1,1,1,1.0,1,1,2.0,1,1,1,1,0,2,2.0,2,1,2.0,1,1,1,1,2,1.0,1,0.03,76,-1
277,1.0,2,1,1,2,1,2,1,1,1,1,1,2,2,2.0,1,1,1,1,0,1,2,1.0,1,0.0,2.0,1,2,1.0,1,2,0.0,1.0,1.0,2,1,1.0,0,1,0,1,1,1,2,0,2,2,2,2,1,1,,2.0,2,1,1,2.0,0,1,1,1.0,1,1,2,1,1,1,1,2,1,1,2.0,1,2,2.0,2,1,2,2,2,2,1.0,1,1,0.0,2,2,0,1,1,1.0,2,0.03,77,-1
278,2.0,1,1,0,1,2,1,2,2,2,2,1,1,1,1.0,1,1,2,1,1,0,1,2.0,0,2.0,2.0,2,1,1.0,0,1,2.0,2.0,1.0,1,1,2.0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,2.0,2.0,2,0,1,0.0,2,1,2,2.0,2,1,1,1,1,2,2,1,0,1,1.0,1,1,2.0,2,2,1,0,1,1,2.0,1,2,3.0,2,0,2,2,2,2.0,2,0.03,78,-1
279,4.0,0,1,2,1,1,2,2,2,2,1,2,2,1,1.0,1,1,2,1,1,0,1,4.0,0,2.0,3.0,3,1,1.0,1,1,3.0,3.0,1.0,2,1,2.0,1,2,2,1,1,1,1,1,2,1,1,3,1,1,2.0,2.0,2,2,3,2.0,1,1,1,1.0,0,1,1,1,1,2,0,2,3,1,1.0,3,1,0.0,1,1,1,2,2,1,0.0,0,3,1.0,1,1,0,0,2,1.0,1,0.03,79,-1
280,2.0,2,1,0,2,2,1,1,1,1,0,2,1,1,1.0,0,1,2,1,1,2,1,2.0,0,2.0,1.0,2,1,1.0,2,2,2.0,1.0,2.0,1,1,2.0,1,0,1,1,1,1,2,1,1,1,0,1,1,0,2.0,2.0,2,1,2,2.0,1,1,1,0.0,1,1,1,2,2,1,1,2,2,2,3.0,2,1,2.0,3,2,1,2,2,1,3.0,1,0,2.0,2,0,2,2,2,2.0,2,0.03,80,-1
281,3.0,1,2,2,1,1,1,1,1,1,1,2,1,2,1.0,1,1,1,1,1,1,2,3.0,1,2.0,3.0,2,1,1.0,1,1,2.0,2.0,0.0,1,1,2.0,1,2,1,2,1,0,2,1,2,0,1,2,0,2,2.0,1.0,2,1,2,0.0,1,1,1,2.0,1,1,1,2,0,1,0,2,2,1,2.0,2,1,1.0,0,1,2,2,1,1,2.0,2,2,1.0,1,1,1,2,2,2.0,1,0.03,81,-1
282,1.0,2,1,0,2,2,1,1,1,2,2,1,1,1,2.0,2,2,2,2,2,1,1,1.0,1,2.0,2.0,1,0,1.0,1,1,0.0,1.0,2.0,1,1,2.0,1,2,2,2,2,0,1,2,1,2,1,2,2,2,2.0,2.0,2,2,1,1.0,2,2,2,,2,1,2,2,1,0,2,1,1,1,1.0,1,1,2.0,2,2,0,0,1,0,2.0,1,1,1.0,1,0,2,1,2,2.0,2,0.03,82,-1
283,0.0,1,1,0,1,2,1,2,0,1,1,2,1,1,1.0,1,1,1,2,1,1,2,1.0,0,2.0,2.0,2,1,1.0,1,2,1.0,1.0,2.0,2,1,0.0,1,1,0,0,2,1,1,1,2,2,2,1,1,1,2.0,2.0,2,1,1,2.0,1,1,1,0.0,1,2,2,2,1,2,2,2,2,1,3.0,2,1,2.0,2,2,2,2,2,2,2.0,0,2,2.0,1,1,2,2,2,3.0,2,0.03,83,-1
284,3.0,2,1,2,2,1,2,2,1,2,2,2,1,1,1.0,1,1,1,1,1,1,2,3.0,1,2.0,3.0,3,1,1.0,2,1,3.0,3.0,0.0,2,2,2.0,1,2,2,2,2,0,1,1,1,2,2,2,2,2,3.0,2.0,2,2,3,0.0,2,1,2,2.0,2,1,2,0,1,2,2,0,3,1,1.0,3,1,0.0,1,1,0,0,1,2,2.0,2,2,3.0,0,1,1,1,0,2.0,2,0.03,84,-1
285,1.0,2,1,1,1,1,1,1,2,1,1,2,2,0,2.0,2,2,1,1,2,1,2,1.0,1,2.0,1.0,2,1,2.0,2,1,1.0,0.0,2.0,2,1,2.0,0,2,2,2,2,2,1,2,1,2,2,1,1,2,0.0,0.0,1,1,2,2.0,1,0,2,1.0,2,1,2,1,1,2,2,0,2,1,1.0,1,2,1.0,1,2,1,1,0,2,2.0,1,0,2.0,1,2,1,2,1,1.0,1,0.03,85,-1
286,2.0,2,1,2,1,1,1,1,1,0,1,2,1,1,1.0,1,1,1,1,1,0,1,2.0,2,1.0,2.0,2,0,0.0,1,0,2.0,2.0,1.0,1,1,2.0,1,1,2,0,1,1,1,0,0,2,1,1,1,1,2.0,2.0,2,2,2,1.0,0,1,1,1.0,1,2,2,1,1,2,1,1,2,1,1.0,2,1,1.0,1,0,1,1,2,2,1.0,1,2,1.0,1,1,1,2,1,2.0,2,0.03,86,-1
287,3.0,2,1,2,1,2,0,2,1,0,2,2,1,1,2.0,0,1,2,2,1,2,1,3.0,1,1.0,3.0,1,1,2.0,2,1,3.0,3.0,2.0,2,2,2.0,1,2,1,1,1,0,2,2,1,1,1,2,2,1,0.0,1.0,1,2,2,2.0,1,1,0,0.0,0,2,1,2,1,2,1,2,3,2,2.0,2,1,2.0,2,1,0,2,2,2,2.0,2,3,1.0,1,1,2,1,2,2.0,2,0.03,87,-1
288,1.0,2,1,1,1,1,2,1,1,2,1,1,1,1,2.0,2,1,2,1,1,0,1,1.0,2,2.0,1.0,2,1,1.0,1,2,1.0,0.0,1.0,0,1,2.0,1,2,2,1,1,1,1,1,1,1,1,0,0,2,2.0,1.0,2,2,1,2.0,1,2,1,2.0,2,0,1,1,1,2,1,1,0,1,1.0,1,2,1.0,0,2,1,1,0,1,2.0,1,1,2.0,1,1,1,0,1,1.0,1,0.03,88,-1
289,1.0,2,1,2,0,1,1,2,0,1,1,1,2,1,1.0,1,1,1,1,0,1,1,0.0,2,2.0,2.0,0,1,1.0,1,0,1.0,1.0,0.0,1,1,1.0,1,1,1,1,1,1,0,1,1,2,2,1,1,2,1.0,2.0,1,2,1,2.0,1,0,2,1.0,2,2,2,1,1,2,1,1,2,1,1.0,1,1,1.0,1,1,1,1,2,2,1.0,0,1,2.0,1,2,1,1,1,2.0,2,0.03,89,-1
290,1.0,1,2,1,2,2,2,1,2,1,3,1,2,2,2.0,1,2,1,0,2,2,1,1.0,1,2.0,2.0,1,3,3.0,0,1,0.0,1.0,3.0,2,2,3.0,0,3,0,2,1,2,2,2,2,1,1,2,2,1,3.0,3.0,3,1,1,2.0,1,0,1,1.0,2,1,1,3,1,2,0,0,1,1,1.0,1,2,0.0,1,2,2,1,1,1,2.0,2,1,1.0,3,2,1,2,1,2.0,0,0.03,90,-1
291,3.0,1,0,1,2,2,1,2,1,2,1,2,1,1,0.0,1,1,2,2,1,1,1,3.0,1,2.0,3.0,2,1,0.0,0,2,3.0,3.0,1.0,1,1,0.0,1,1,1,1,2,0,1,1,1,0,1,2,1,0,2.0,2.0,1,1,2,2.0,2,2,1,2.0,1,1,1,2,2,2,1,2,3,2,3.0,2,1,3.0,3,2,1,2,2,1,3.0,0,3,2.0,1,1,2,2,2,2.0,2,0.03,91,-1
292,3.0,1,2,2,2,1,2,2,1,1,2,0,1,2,2.0,0,2,1,0,1,1,1,2.0,1,2.0,1.0,1,1,0.0,2,1,2.0,2.0,2.0,1,2,2.0,1,2,1,1,1,0,1,1,2,1,1,2,1,1,3.0,2.0,2,1,2,2.0,1,0,1,1.0,1,1,2,2,1,2,0,1,2,0,1.0,1,1,1.0,1,2,1,0,1,1,2.0,1,2,1.0,1,1,1,2,2,2.0,1,0.03,92,-1
293,1.0,2,1,1,0,1,2,1,2,1,2,2,2,1,2.0,2,2,2,2,2,2,2,2.0,1,0.0,1.0,2,2,1.0,2,1,2.0,2.0,3.0,2,1,2.0,0,2,2,2,2,1,1,2,1,2,2,0,1,1,1.0,0.0,1,2,1,3.0,1,1,1,2.0,1,2,2,1,1,2,2,1,1,2,1.0,1,1,2.0,1,2,0,1,0,2,2.0,1,1,1.0,0,2,2,1,1,1.0,0,0.03,93,-1
294,1.0,1,1,2,1,2,2,2,1,1,1,2,1,1,2.0,1,2,2,1,0,1,1,0.0,2,1.0,2.0,1,1,1.0,1,1,1.0,1.0,2.0,2,1,1.0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2.0,2.0,2,1,1,0.0,1,1,0,1.0,1,1,2,0,1,2,0,2,2,2,2.0,2,1,2.0,2,1,1,2,2,0,2.0,0,2,1.0,1,2,1,1,2,2.0,1,0.03,94,-1
295,1.0,2,0,1,1,0,1,2,1,2,1,1,1,1,2.0,1,1,2,1,0,0,1,0.0,1,2.0,2.0,1,1,1.0,1,1,1.0,1.0,1.0,1,1,0.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2.0,2.0,1,1,1,2.0,1,1,1,2.0,1,0,1,1,1,2,1,1,2,1,2.0,2,1,1.0,1,1,1,1,1,1,1.0,1,1,2.0,2,2,0,1,2,1.0,2,0.03,95,-1
296,3.0,2,0,1,2,1,0,2,1,1,1,1,2,1,2.0,1,1,2,2,1,2,1,2.0,1,1.0,2.0,1,2,1.0,1,2,2.0,2.0,2.0,1,2,2.0,1,0,1,1,1,1,2,1,2,1,1,2,2,1,2.0,2.0,1,0,2,2.0,1,1,1,1.0,0,0,1,2,1,0,1,1,2,2,2.0,1,0,2.0,2,1,1,1,1,1,1.0,1,2,0.0,2,1,1,2,2,0.0,2,0.03,96,-1
297,3.0,2,2,2,0,1,2,2,1,2,1,2,1,1,2.0,2,2,2,2,1,1,2,3.0,2,3.0,3.0,2,1,0.0,2,1,3.0,3.0,2.0,1,0,1.0,2,1,2,2,2,2,1,1,2,2,2,2,1,2,0.0,1.0,0,2,1,2.0,2,2,2,3.0,2,2,2,1,1,2,2,2,0,2,0.0,3,1,2.0,1,2,2,2,1,1,1.0,0,3,3.0,1,1,1,2,2,0.0,2,0.03,97,-1
298,3.0,1,1,2,1,1,1,1,1,2,1,2,2,1,2.0,1,2,1,1,1,2,2,3.0,1,2.0,2.0,2,1,1.0,1,1,2.0,2.0,2.0,2,1,2.0,1,0,1,1,1,0,1,1,2,1,1,2,1,2,1.0,0.0,1,1,2,2.0,1,1,1,2.0,1,1,0,1,0,1,1,0,2,1,0.0,2,1,2.0,1,1,2,1,1,1,1.0,2,2,2.0,1,1,1,2,0,0.0,0,0.03,98,-1
299,2.0,0,1,2,1,1,1,2,1,1,2,2,1,1,2.0,1,2,1,1,1,1,2,3.0,1,2.0,3.0,2,1,1.0,1,1,3.0,3.0,2.0,2,0,1.0,2,1,2,0,2,1,1,1,2,2,2,2,1,2,1.0,0.0,1,2,1,2.0,0,1,1,1.0,2,1,1,1,1,2,2,0,0,1,1.0,2,0,2.0,2,2,2,1,1,2,2.0,0,3,2.0,1,1,1,2,2,2.0,2,0.03,99,-1
300,2.0,1,2,3,2,1,2,1,1,0,1,2,1,2,2.0,1,1,2,1,1,2,0,2.0,2,2.0,1.0,3,2,1.0,2,1,2.0,1.0,1.0,2,1,0.0,2,1,2,1,1,2,2,0,1,1,0,1,1,1,3.0,2.0,3,1,2,2.0,1,1,1,1.0,1,1,2,0,1,1,0,2,2,1,2.0,2,2,2.0,2,1,2,2,2,1,1.0,1,0,1.0,2,2,0,2,1,1.0,1,0.04,0,-1
301,2.0,0,2,1,2,0,1,1,2,0,2,1,0,2,1.0,1,0,1,2,2,1,2,2.0,1,2.0,2.0,1,1,2.0,1,2,2.0,1.0,1.0,2,1,1.0,0,2,2,2,2,1,2,1,1,2,2,2,2,2,3.0,2.0,3,1,2,1.0,1,2,2,1.0,2,2,1,0,1,2,2,1,1,1,1.0,0,2,1.0,0,1,1,1,0,2,1.0,2,2,1.0,2,2,1,2,1,1.0,1,0.04,1,-1
302,1.0,2,1,1,1,1,1,0,1,1,1,1,1,1,2.0,0,1,2,2,1,1,2,0.0,2,2.0,2.0,1,2,1.0,1,2,1.0,1.0,2.0,0,1,2.0,2,1,2,0,1,2,0,1,2,1,1,1,0,2,2.0,1.0,1,1,1,2.0,2,2,2,2.0,1,2,2,2,1,2,1,2,1,1,2.0,0,1,1.0,0,1,2,2,1,2,2.0,0,1,2.0,1,1,2,1,1,2.0,2,0.04,2,-1
303,0.0,1,1,0,2,2,2,1,1,1,0,1,1,1,2.0,1,2,2,1,0,1,0,1.0,2,0.0,2.0,1,1,1.0,2,2,1.0,1.0,2.0,1,1,1.0,2,1,1,2,0,1,2,1,2,2,1,1,1,1,2.0,2.0,2,1,1,0.0,1,1,1,2.0,1,1,1,1,1,2,1,2,1,2,3.0,0,2,0.0,1,1,2,2,2,1,2.0,1,2,1.0,2,2,1,1,2,2.0,2,0.04,3,-1
304,2.0,0,3,3,2,1,2,1,2,0,3,1,2,3,3.0,1,2,2,1,2,3,1,2.0,3,2.0,2.0,1,3,3.0,1,2,1.0,1.0,3.0,2,2,3.0,2,3,1,2,2,3,3,3,1,0,1,1,3,0,3.0,3.0,3,1,0,3.0,1,0,1,1.0,1,1,1,3,1,2,1,2,0,1,2.0,0,3,1.0,2,2,2,2,2,2,1.0,2,1,1.0,3,3,0,2,3,1.0,2,0.04,4,-1
305,2.0,2,2,2,2,1,1,0,0,1,2,2,1,1,1.0,1,0,1,2,1,1,2,2.0,1,2.0,2.0,2,0,1.0,1,0,1.0,1.0,1.0,2,1,2.0,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3.0,2.0,2,2,1,1.0,2,1,1,1.0,0,0,1,2,1,2,1,1,1,1,1.0,1,0,1.0,1,1,1,0,1,0,1.0,1,1,2.0,1,1,2,2,2,1.0,2,0.04,5,-1
306,2.0,0,1,2,2,1,2,2,1,1,0,1,2,1,2.0,2,2,2,2,1,2,2,3.0,1,1.0,0.0,2,2,1.0,1,1,3.0,2.0,3.0,1,2,2.0,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2.0,2.0,2,2,2,3.0,2,2,1,2.0,2,0,1,2,1,1,1,1,2,1,1.0,2,0,1.0,0,2,0,1,0,0,2.0,1,1,0.0,2,2,2,1,2,1.0,1,0.04,6,-1
307,2.0,1,2,2,2,2,1,1,2,1,3,1,2,2,0.0,1,1,1,1,2,2,1,2.0,0,2.0,0.0,1,2,2.0,2,1,2.0,1.0,1.0,3,2,3.0,1,3,2,2,1,1,2,2,1,1,0,1,3,1,3.0,3.0,3,1,2,3.0,0,1,1,1.0,1,1,2,3,1,1,0,0,1,1,1.0,0,1,2.0,2,2,2,1,1,1,2.0,2,0,2.0,2,2,1,2,2,2.0,1,0.04,7,-1
308,1.0,1,2,3,2,0,2,1,0,1,2,2,2,2,3.0,1,2,2,2,2,2,2,2.0,2,1.0,1.0,2,2,1.0,1,1,2.0,1.0,2.0,2,2,3.0,2,2,2,2,1,1,1,1,1,1,1,0,1,2,3.0,2.0,2,1,1,3.0,1,1,1,0.0,1,1,0,2,1,1,0,2,1,2,2.0,1,1,1.0,1,1,2,2,1,1,1.0,2,0,0.0,0,2,1,1,2,0.0,1,0.04,8,-1
309,1.0,1,1,2,1,2,1,1,2,1,2,1,1,1,1.0,1,1,1,1,2,1,1,0.0,2,1.0,2.0,1,1,2.0,2,2,1.0,1.0,0.0,2,1,2.0,2,1,1,0,1,2,1,1,2,2,1,2,1,1,1.0,0.0,1,0,1,0.0,1,1,0,1.0,1,1,1,1,0,1,1,2,1,1,2.0,1,1,2.0,2,1,2,2,1,1,2.0,2,2,2.0,2,2,1,2,2,2.0,0,0.04,9,-1
310,0.0,1,1,2,2,2,1,2,0,0,1,2,1,2,2.0,0,2,2,2,1,1,2,1.0,1,2.0,2.0,2,1,0.0,0,2,1.0,1.0,2.0,1,2,2.0,1,1,1,0,1,1,1,1,2,1,2,1,1,2,2.0,2.0,2,2,1,2.0,1,2,1,1.0,2,1,1,0,2,2,1,2,2,1,3.0,2,0,3.0,2,2,2,2,2,1,3.0,1,2,1.0,1,2,2,2,0,3.0,2,0.04,10,-1
311,2.0,1,2,1,1,1,1,1,2,2,1,1,2,0,1.0,2,1,1,2,2,1,2,2.0,2,2.0,0.0,1,1,2.0,1,1,2.0,2.0,0.0,2,1,2.0,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2.0,1.0,2,1,0,2.0,2,2,2,2.0,1,1,0,1,1,2,2,2,1,2,0.0,2,2,2.0,1,0,2,2,1,0,0.0,1,1,3.0,1,2,1,2,2,1.0,0,0.04,11,-1
312,1.0,1,0,0,2,1,0,1,1,2,1,1,1,1,2.0,1,1,1,2,1,1,2,0.0,2,2.0,1.0,1,0,1.0,2,1,1.0,1.0,2.0,1,1,2.0,1,1,2,1,1,1,1,1,1,1,1,0,0,2,2.0,2.0,1,2,1,1.0,2,1,1,2.0,1,1,2,1,1,2,0,2,1,2,2.0,1,1,1.0,0,0,1,2,1,1,2.0,1,1,2.0,1,1,1,1,2,2.0,1,0.04,12,-1
313,1.0,2,2,2,2,2,1,1,2,2,1,1,2,1,1.0,1,0,1,1,1,1,1,1.0,1,2.0,0.0,0,2,1.0,1,2,2.0,2.0,1.0,2,1,2.0,2,2,1,2,2,1,1,1,1,0,1,0,1,1,3.0,2.0,2,0,1,2.0,1,0,2,1.0,2,1,1,2,1,0,1,2,1,2,3.0,1,2,0.0,1,2,2,2,2,2,2.0,0,1,1.0,1,2,1,1,2,2.0,1,0.04,13,-1
314,1.0,2,1,2,2,2,1,1,1,2,0,1,0,1,2.0,1,2,2,2,1,2,2,0.0,2,2.0,0.0,0,1,0.0,1,2,1.0,1.0,2.0,1,1,1.0,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2.0,2.0,2,2,1,1.0,2,2,1,1.0,0,1,2,2,1,2,2,2,1,2,0.0,1,1,3.0,2,1,1,2,1,0,1.0,1,1,3.0,1,2,2,0,2,2.0,2,0.04,14,-1
315,0.0,1,2,2,2,0,2,1,1,2,2,1,0,1,2.0,1,2,2,2,2,1,1,1.0,2,3.0,2.0,1,0,0.0,2,1,1.0,1.0,2.0,1,1,1.0,1,2,2,2,2,1,1,1,1,1,0,1,1,1,3.0,2.0,2,1,1,1.0,2,2,1,2.0,2,1,2,2,2,1,2,2,1,1,0.0,0,1,1.0,0,1,2,2,1,1,1.0,1,2,2.0,0,1,1,2,2,1.0,2,0.04,15,-1
316,1.0,1,2,2,0,1,1,1,2,1,2,1,2,1,1.0,1,0,1,1,1,1,1,1.0,1,1.0,2.0,1,2,2.0,2,0,0.0,1.0,1.0,2,1,2.0,2,2,1,2,0,1,2,1,1,2,1,2,2,1,1.0,2.0,1,1,1,2.0,1,0,1,1.0,1,1,1,2,0,1,1,0,0,1,1.0,1,2,1.0,1,1,1,1,1,1,1.0,2,1,2.0,2,2,1,2,2,2.0,2,0.04,16,-1
