,Unnamed: 0.1,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,betha,seed,EPH,corr
10,10,10,0,1.0,1,2.0,1,1,1,1,0,0,1,1,1,1,2,0,1,2,1,1,1,2,2,2.0,1,2,2,1,0,0,1,1,2,2.0,1,2,3.0,2,1,2,0,2,1,1,1,1,1,1,1,1,1,2,2,2.0,1,1,2,1.0,2,1,1,1,1,1,0.0,2,2.0,1,1,2,1,2.0,2,0.0,3.0,2,2,1,2,1,1.0,2,1,2,1,1,2,2,2,0.0,2,2.0,0.5,10,1.0829268292682923,-0.3299471676046448
11,11,11,2,1.0,1,1.0,1,1,1,1,2,2,1,1,2,0,1,2,1,2,2,1,1,2,1,2.0,2,0,1,2,1,1,1,1,2,0.0,2,2,2.0,2,1,2,2,1,2,1,1,1,1,1,1,2,2,1,2,3.0,1,0,2,2.0,2,2,3,2,2,0,1.0,1,2.0,1,1,1,2,0.0,1,2.0,2.0,1,0,1,2,1,0.0,0,1,2,3,1,2,1,2,2.0,1,0.0,0.5,11,1.08274231678487,-0.199731122584834
12,12,12,1,1.0,0,0.0,2,1,0,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,0,1.0,1,1,1,0,2,1,1,1,1,1.0,1,1,2.0,1,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1.0,1,1,2,2.0,1,1,2,1,1,2,1.0,1,2.0,0,2,1,1,1.0,1,1.0,1.0,0,0,1,1,1,2.0,1,1,1,2,1,1,1,2,2.0,1,1.0,0.6,12,1.0504451038575668,-0.3125976916781827
13,13,13,1,2.0,1,3.0,1,1,1,1,2,2,1,1,1,1,1,2,0,1,2,1,1,1,1,1.0,2,0,0,2,2,1,1,1,2,2.0,2,1,2.0,2,1,1,1,1,2,1,1,1,0,1,0,1,1,2,2,2.0,0,1,2,2.0,0,2,2,2,1,1,2.0,1,0.0,1,2,1,2,2.0,1,2.0,0.0,2,2,1,1,1,2.0,2,0,1,2,1,1,1,2,3.0,1,2.0,0.6,13,1.064748201438849,-0.4291696698131004
14,14,14,2,2.0,2,2.0,2,1,1,1,2,2,0,1,0,1,2,1,2,2,2,2,2,1,0,2.0,1,0,0,1,0,1,1,1,2,3.0,1,2,1.0,2,2,2,1,2,1,2,2,2,1,2,1,2,2,3,2,3.0,2,1,2,2.0,2,2,2,0,2,2,2.0,2,2.0,1,2,1,2,0.0,2,2.0,3.0,2,1,2,2,2,0.0,1,1,1,1,2,2,2,0,2.0,2,2.0,0.4,14,1.1566265060240963,-0.1419933399039611
15,15,15,0,1.0,2,3.0,2,0,1,1,1,2,1,2,0,2,2,2,1,2,2,1,2,2,2,1.0,2,1,1,0,0,2,1,1,2,2.0,1,1,2.0,1,2,1,1,2,1,1,1,2,2,0,1,1,2,2,1,2.0,1,2,2,2.0,2,1,2,1,1,2,2.0,2,1.0,2,2,2,2,0.0,0,1.0,2.0,0,1,1,2,1,1.0,1,1,1,2,0,2,1,2,3.0,1,2.0,0.4,15,1.130718954248366,-0.2099260386271667
16,16,16,1,1.0,1,2.0,0,1,1,1,2,2,2,2,1,1,2,1,0,1,1,1,2,1,1,2.0,2,1,1,1,2,1,0,0,1,2.0,2,1,3.0,2,1,1,1,0,1,1,1,1,1,1,1,2,1,2,1,3.0,1,1,2,1.0,0,1,1,1,1,2,2.0,0,2.0,1,0,0,1,1.0,1,2.0,1.0,1,1,1,1,1,1.0,2,1,2,1,2,2,1,2,2.0,2,2.0,0.5,16,1.101522842639594,-0.4739890817943198
17,17,17,2,2.0,1,3.0,2,1,0,1,1,1,2,1,1,1,1,0,1,1,2,1,2,1,0,2.0,1,1,2,2,2,1,1,0,1,2.0,2,2,2.0,3,2,0,1,1,2,1,1,0,1,1,1,2,1,2,2,2.0,2,1,2,0.0,1,1,1,1,1,1,2.0,1,2.0,1,0,1,1,1.0,1,1.0,2.0,2,1,1,2,1,2.0,2,1,2,0,2,2,1,2,2.0,2,2.0,0.5,17,1.0893719806763285,-0.4840936400821372
18,18,18,2,2.0,1,2.0,1,1,1,1,0,1,1,2,1,2,2,1,1,0,1,0,1,1,1,2.0,0,1,2,1,1,1,1,1,2,2.0,1,1,2.0,1,2,1,1,1,0,1,1,2,0,1,1,0,1,2,1,1.0,1,1,2,1.0,1,1,1,2,0,2,2.0,1,0.0,1,1,0,1,2.0,1,1.0,2.0,1,1,2,1,2,1.0,2,1,1,1,1,1,1,2,2.0,2,3.0,0.6,18,1.0641711229946524,-0.3167325074312623
19,19,19,2,2.0,1,2.0,1,0,1,1,1,2,1,1,1,1,1,1,1,2,1,0,1,1,0,2.0,1,1,1,1,2,2,1,0,1,2.0,0,1,1.0,2,1,1,0,2,1,1,2,1,2,1,1,1,2,1,0,2.0,2,1,0,2.0,2,2,2,2,2,2,1.0,1,0.0,2,1,1,1,2.0,1,1.0,0.0,2,1,1,2,1,2.0,2,1,1,1,2,2,1,3,1.0,1,2.0,0.5,19,1.088516746411483,-0.2476661950161389
20,20,20,2,2.0,2,1.0,1,1,2,2,2,0,1,2,1,1,1,0,1,1,1,1,0,1,0,2.0,2,1,1,1,0,1,1,1,2,1.0,0,1,1.0,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2.0,2,1,1,1.0,1,1,2,1,1,2,2.0,1,2.0,2,2,1,2,0.0,2,1.0,1.0,0,1,2,2,1,1.0,1,1,1,1,1,1,1,2,2.0,0,2.0,0.6,20,1.066831683168317,-0.1876654335196471
21,21,21,2,2.0,2,3.0,0,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,2.0,1,1,1,1,1,1,2,1,1,2.0,1,0,1.0,2,1,2,1,2,1,1,1,2,1,1,0,2,2,1,1,1.0,1,1,0,1.0,2,1,0,1,2,0,1.0,1,2.0,1,1,1,1,1.0,0,0.0,0.0,2,2,2,1,0,2.0,1,1,1,2,1,1,1,2,2.0,1,1.0,0.5,21,1.0736842105263158,-0.1756039067800693
22,22,22,2,2.0,1,2.0,0,1,1,1,0,2,1,1,2,1,0,1,1,1,0,1,1,1,2,1.0,1,1,2,1,1,1,2,2,2,1.0,1,1,2.0,2,1,0,1,2,1,1,0,0,1,1,1,2,1,2,1,1.0,2,1,1,2.0,1,1,1,1,1,2,0.0,1,2.0,1,1,2,1,2.0,2,2.0,2.0,2,2,1,1,2,2.0,2,1,1,0,1,2,1,0,1.0,2,2.0,0.5,22,1.0435897435897437,-0.3107287469007198
23,23,23,1,2.0,1,2.0,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1.0,1,0,1,1,2,1,1,0,1,2.0,2,1,2.0,2,1,0,0,1,1,1,2,1,1,1,1,2,1,1,2,2.0,0,1,2,2.0,1,2,2,1,1,1,1.0,1,2.0,1,2,1,1,1.0,1,0.0,2.0,1,0,1,1,1,1.0,1,1,0,2,2,1,1,2,2.0,0,0.0,0.6,23,1.0198863636363635,-0.2718703039498364
24,24,24,1,0.0,1,0.0,0,1,1,2,2,2,2,2,2,1,1,1,1,0,2,1,1,1,2,2.0,2,2,2,1,1,1,1,2,2,2.0,0,1,2.0,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2.0,2,1,1,2.0,2,2,3,2,2,1,0.0,1,1.0,1,1,2,1,2.0,2,2.0,2.0,1,1,1,1,0,2.0,1,0,1,1,1,1,0,2,2.0,1,3.0,0.6,24,1.050125313283208,-0.2487103002750008
25,25,25,2,3.0,1,2.0,0,2,1,1,0,2,2,1,1,1,1,0,1,2,1,1,1,1,2,0.0,1,2,1,1,0,1,2,2,2,2.0,2,1,2.0,2,1,1,1,1,2,1,0,1,1,1,2,1,0,1,1,2.0,1,1,2,2.0,2,1,1,0,0,1,2.0,1,1.0,1,1,2,2,2.0,1,1.0,3.0,2,2,1,2,1,1.0,1,1,1,2,1,2,1,1,1.0,0,2.0,0.4,25,1.1083743842364533,-0.377023179073784
26,26,26,2,3.0,1,2.0,1,1,0,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1.0,1,1,1,2,2,1,1,1,0,2.0,2,1,2.0,2,2,1,1,1,2,1,1,1,1,1,0,2,1,2,2,0.0,1,1,1,1.0,1,1,2,1,0,1,2.0,0,2.0,1,0,1,1,1.0,1,2.0,3.0,2,1,0,1,1,1.0,1,1,0,1,1,1,2,2,2.0,0,2.0,0.5,26,1.0873015873015872,-0.3826671997567352
27,27,27,2,2.0,0,1.0,1,1,1,1,1,1,1,1,1,0,2,1,1,2,1,0,1,2,1,1.0,0,0,1,1,2,2,3,0,1,1.0,1,1,2.0,0,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2.0,1,1,0,1.0,1,2,2,1,1,2,1.0,1,2.0,2,2,1,2,3.0,0,2.0,,2,1,2,2,2,2.0,2,2,1,1,1,2,2,1,2.0,2,2.0,0.4,27,1.1028708133971292,-0.2681840177031488
28,28,28,1,0.0,1,0.0,1,0,1,2,2,2,2,1,0,1,1,1,1,2,1,1,1,2,0,0.0,3,1,1,2,2,2,1,1,0,2.0,1,2,2.0,1,2,1,1,1,2,2,1,1,2,2,1,2,2,0,1,2.0,2,1,1,2.0,2,2,2,1,2,1,0.0,1,2.0,1,1,1,1,2.0,2,1.0,1.0,1,1,2,2,2,2.0,1,2,1,2,2,1,0,2,2.0,1,3.0,0.5,28,1.0760095011876485,-0.061603577926708
29,29,29,2,2.0,2,1.0,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,0,1,1,2.0,0,1,1,0,1,1,2,1,1,1.0,0,1,2.0,1,1,1,0,2,1,1,1,1,2,2,1,2,1,1,1,2.0,2,1,1,2.0,2,2,2,1,1,2,2.0,1,2.0,1,2,0,1,1.0,1,1.0,2.0,0,2,2,2,1,2.0,1,1,0,2,0,1,1,2,1.0,1,2.0,0.5,29,1.0763888888888888,-0.2112596449698691
