,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,betha,seed,EPH,corr
30,30,3,2,0,1.0,2,1,1,1,1,2,2,2,0,2,2,1,1,0,2,1,1,2,2,0,2,2,2,1,2,1,1,2,2,2,2,1,2.0,0,2,1,2,2,2,1,1,0,0,1,1,1,1,1,2,0,2,2,2,2,2,2,3,2,1,1,2.0,2,3.0,2,2,2,1,2,2,2.0,2.0,2,1,2,1,1,2,2,1,2,3,2,1,2,2,3.0,2,2.0,0.5,30,1.1224489795918366,-0.3518671969632885
31,31,1,2,1,2.0,1,1,0,1,1,2,1,2,1,1,1,1,0,1,1,1,1,1,2,0,1,1,1,1,0,1,1,2,2,2,1,1,2.0,1,2,1,1,2,0,1,1,2,0,2,1,1,1,2,1,2,1,1,1,2,0,1,1,1,1,1,2.0,1,1.0,1,1,2,2,2,1,1.0,2.0,2,1,2,1,1,2,1,0,1,1,1,1,0,2,2.0,1,2.0,0.6,31,1.0398936170212767,-0.410361084888526
32,32,1,2,1,0.0,1,0,2,1,2,1,2,1,1,2,2,1,1,2,2,0,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,1,1.0,1,2,1,1,2,2,0,1,1,2,1,1,1,1,2,1,2,0,1,2,1,2,2,3,2,0,2,1.0,1,2.0,1,1,2,1,0,1,1.0,2.0,2,1,1,1,1,2,1,1,2,1,2,1,0,0,0.0,1,2.0,0.5,32,1.1208053691275168,-0.27792592937663135
33,33,2,2,2,2.0,1,2,1,0,2,1,1,1,2,2,2,1,1,3,0,1,0,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,2.0,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,0,1,2,1,0,1,2,1.0,1,0.0,0,2,2,2,2,1,0.0,3.0,3,1,2,1,1,2,2,1,0,1,2,1,2,0,2.0,3,2.0,0.4,33,1.1151241534988714,-0.2743199871331125
34,34,1,1,1,2.0,2,2,2,1,2,2,2,0,2,1,2,1,1,1,0,1,2,2,2,1,2,1,2,2,2,0,1,1,2,0,1,0,1.0,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,2.0,1,2.0,1,0,0,1,1,1,1.0,,2,1,2,0,1,2,1,1,2,2,0,2,2,2,2.0,1,2.0,0.5,34,1.0931263858093125,-0.1474525339740406
35,35,1,1,1,2.0,1,1,1,1,2,2,2,0,2,1,1,0,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,0,1,2,2.0,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,0,0,1,2,1,2,1,1,0,0.0,1,2.0,2,2,1,2,2,0,0.0,2.0,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2.0,2,2.0,0.5,35,1.0704225352112675,-0.1953098359978859
36,36,2,2,2,1.0,1,0,0,1,1,0,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,0,2,1,0,2,2,2.0,0,1,1,0,2,2,1,0,1,1,2,1,1,2,2,2,2,1,0,2,2,1,1,2,1,2,2,2.0,1,2.0,1,1,1,1,1,1,1.0,1.0,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1.0,0,2.0,0.5,36,1.065217391304348,-0.21360982319677665
37,37,2,1,2,3.0,1,1,2,1,2,1,1,2,2,2,2,0,1,3,1,2,1,2,0,2,2,2,2,2,1,2,2,1,1,2,2,0,1.0,2,1,1,2,1,0,1,1,2,1,1,1,1,2,1,1,0,1,1,1,2,1,2,2,1,1,0,1.0,1,2.0,0,1,2,2,2,2,1.0,4.0,3,0,1,1,1,1,2,1,2,2,0,2,1,0,2.0,2,1.0,0.4,37,1.1391304347826088,-0.2654988846982494
38,38,2,2,0,1.0,0,1,1,2,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,0,2,1,2,1,2,2,1,1,2,0,1,2,2.0,1,1,2,2,2,1,1,1,1,2,3,1,2,2,1,1,0,2,1,2,2,1,2,0,2,1,2,2.0,1,3.0,2,2,2,1,2,1,2.0,0.0,0,2,2,2,1,2,1,1,0,2,2,1,2,2,0.0,1,2.0,0.5,38,1.055023923444976,-0.079069207712522
39,39,1,2,1,2.0,0,1,2,2,2,0,2,2,1,1,1,1,2,1,1,1,0,1,1,2,1,1,1,1,1,1,1,0,2,3,1,2,1.0,1,1,2,2,0,2,2,1,1,2,1,0,2,1,1,2,1,1,2,1,1,1,0,2,1,1,1,0.0,1,2.0,1,2,1,0,2,1,3.0,1.0,0,1,1,1,1,1,2,1,1,1,1,1,2,1,2.0,2,1.0,0.5,39,1.136038186157518,-0.1470379299854593
