,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,betha,seed,EPH,corr
55,55,2,1,1,2.0,2,1,1,1,2,2,2,1,2,2,2,1,1,3,3,1,1,1,1,1,2,2,0,2,2,0,1,1,1,0,1,2,2.0,0,1,0,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,0,2,1,1,2,1,0,1,1,2.0,2,2.0,1,2,1,2,3,0,2.0,2.0,2,1,0,2,1,1,2,2,1,1,3,1,2,1,1.0,2,0.0,0.5,55,1.1020881670533642,-0.19395034390579421
56,56,1,3,1,2.0,2,1,1,1,1,1,1,1,1,1,0,0,1,2,2,1,1,1,0,2,2,1,1,1,1,1,1,2,2,2,0,1,1.0,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,0,1,0,1,1,1,1,2,1,0.0,2,2.0,2,1,2,1,2,2,2.0,2.0,1,1,1,2,1,2,1,1,1,1,0,1,0,2,1.0,0,2.0,0.5,56,1.0930787589498807,-0.23635347564268866
57,57,2,2,1,1.0,1,0,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,0,1,1,1,1,1,2,1,1,1,1,2,1,2,1.0,0,1,1,0,2,1,2,1,1,1,2,1,1,1,2,2,2,1,1,0,1,2,2,2,2,1,2,,2,2.0,1,1,1,1,1,0,1.0,1.0,1,1,1,1,0,2,0,1,1,2,1,0,1,2,1.0,1,1.0,0.6,57,1.05,-0.1381873968519326
58,58,1,2,1,2.0,1,1,1,2,2,1,2,2,2,1,0,1,1,2,1,1,2,0,1,0,2,0,2,1,2,2,1,1,0,0,2,0,2.0,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1.0,1,1.0,2,2,2,2,2,1,1.0,2.0,1,2,2,2,1,1,2,2,2,2,2,1,1,2,,0,,0.4,58,1.0973451327433628,-0.09258881538423878
59,59,0,2,1,2.0,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,0,1,2,1,2,1,1,2,1,1,2,1,1,2.0,1,1,2,1,1,2,2,0,2,1,1,1,0,1,2,1,0,1,2,1,0,1,2,2,1,2,1,0.0,1,2.0,0,1,2,1,2,1,1.0,2.0,2,1,0,1,0,1,1,2,2,1,1,2,1,2,2.0,1,1.0,0.5,59,1.085308056872038,-0.24565615673874924
60,60,2,1,1,3.0,2,1,2,2,1,2,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,0,0,2,1.0,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,1,2,1,1,2,1,2,1,2,1,3.0,0,1.0,1,1,2,0,2,0,2.0,2.0,1,1,0,1,1,2,1,1,1,2,2,1,0,2,2.0,2,2.0,0.5,60,1.108294930875576,-0.2797736802886207
61,61,1,2,1,2.0,1,1,1,1,2,1,1,1,1,1,2,1,0,1,0,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,0,1,2.0,1,2,1,1,1,0,2,1,0,2,0,1,2,1,0,1,1,1,1,2,1,1,1,1,1,1,1,2.0,0,1.0,1,1,0,1,2,1,1.0,,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1.0,2,2.0,0.6,61,1.0581717451523547,-0.30001410165841963
62,62,1,2,1,2.0,1,1,2,1,2,0,2,0,2,2,1,1,1,0,0,2,2,1,1,1,0,1,2,2,2,2,0,1,2,2,2,2,3.0,1,2,1,1,2,2,1,2,0,1,2,1,2,1,1,1,0,1,2,2,1,0,1,2,1,1,2,2.0,1,2.0,1,1,1,1,1,1,2.0,1.0,1,1,1,1,1,2,0,2,1,1,2,2,2,2,2.0,1,2.0,0.6,62,1.0467980295566504,-0.08929650340929146
63,63,0,2,2,3.0,1,1,1,1,1,2,1,0,2,1,1,1,1,0,1,1,1,2,2,2,2,1,2,1,1,2,2,1,0,2,2,2,2.0,2,1,2,1,2,2,1,0,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,3,1,2,3,2.0,1,2.0,2,1,1,0,2,1,2.0,2.0,1,1,2,0,1,2,1,0,2,1,2,1,0,2,1.0,1,0.0,0.4,63,1.113744075829384,-0.2403698416715432
64,64,1,2,1,2.0,2,1,2,1,0,1,0,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,0,1,1,0,1,2.0,2,0,1,1,1,1,1,1,2,1,2,0,1,2,0,2,1,0,1,2,2,1,1,2,2,2,2,2.0,1,2.0,1,0,1,2,1,1,2.0,3.0,2,1,2,1,1,3,1,1,1,2,0,1,1,2,1.0,2,2.0,0.4,64,1.1049107142857142,-0.38260175021696957
65,65,1,0,2,3.0,1,1,0,1,1,0,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1.0,1,1,1,0,1,2,1,1,1,0,1,1,1,1,1,1,2,1,2,0,1,2,1,1,1,1,0,2.0,1,2.0,1,1,2,1,0,2,2.0,3.0,2,1,1,1,0,2,1,1,2,2,0,1,1,2,2.0,1,1.0,0.6,65,1.0617977528089888,-0.3654793126524989
66,66,2,3,1,2.0,1,1,1,2,2,1,2,2,1,1,1,1,2,3,2,2,0,0,2,2,1,2,3,2,2,1,1,2,2,3,2,1,1.0,2,2,1,2,1,1,1,2,1,2,2,1,1,1,0,1,1,2,2,2,1,1,1,0,2,1,2,1.0,2,3.0,2,2,2,2,1,2,2.0,0.0,1,2,0,2,0,1,1,1,2,2,2,2,2,1,2.0,0,2.0,0.4,66,1.15,-0.11914286935621805
67,67,1,1,2,2.0,2,1,2,0,2,0,1,1,1,1,2,1,1,2,2,1,1,2,0,2,2,1,1,2,2,1,1,1,1,2,1,0,2.0,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,2,2,2.0,1,2.0,0,1,0,2,2,1,1.0,0.0,2,1,2,2,1,2,2,1,2,1,2,2,1,1,0.0,2,0.0,0.5,67,1.054245283018868,-0.14955958991217408
68,68,2,1,1,2.0,2,1,1,2,2,1,1,2,0,1,1,1,1,1,1,1,1,2,2,0,0,2,2,1,0,1,2,1,2,2,1,1,0.0,2,1,0,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,0,2.0,1,2.0,1,1,2,1,1,1,1.0,0.0,1,2,1,2,0,2,2,2,2,0,1,2,2,2,2.0,1,1.0,0.6,68,1.0407124681933841,-0.1333868430803272
69,69,1,2,1,2.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,2,1,1,1,1,1,1,1,1,2,1,1,2,1.0,1,1,2,1,2,1,1,1,2,1,2,1,0,2,2,1,2,0,0,0,1,1,1,1,2,1,1,1.0,1,3.0,1,2,1,1,2,1,0.0,2.0,0,2,1,2,1,1,1,1,1,2,1,1,1,2,2.0,0,2.0,0.6,69,1.0514285714285714,-0.20846885314801153
70,70,0,1,2,2.0,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,0,1,1,1,2,1,2,1,2,2,2,1,2.0,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,0,2,1,1,2,1,1,0,0,1,1,2,1.0,1,1.0,1,1,1,1,1,0,2.0,2.0,2,2,2,0,1,2,1,1,1,0,0,0,2,2,2.0,2,2.0,0.6,70,1.043778801843318,-0.17335838413899887
71,71,1,2,1,2.0,1,2,1,1,1,2,1,0,1,1,2,1,1,2,0,1,1,2,1,2,2,1,1,2,1,1,0,1,1,0,1,1,1.0,1,0,1,0,1,2,2,1,0,1,1,1,1,2,2,1,2,2,0,2,2,2,2,2,1,1,2,2.0,1,,2,1,2,1,2,1,1.0,1.0,1,1,1,1,1,0,2,1,1,2,2,2,2,2,2.0,1,2.0,0.5,71,1.0776942355889725,-0.2856487135054283
72,72,2,2,2,2.0,1,1,1,0,2,2,1,1,2,2,2,1,1,2,2,0,2,0,1,2,2,1,0,2,2,0,1,1,1,2,1,2,3.0,3,2,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,1,1,2,1,1,3,2,1,1,1,3.0,1,2.0,1,1,0,1,1,1,2.0,0.0,1,2,2,1,0,1,2,1,2,2,1,2,1,0,2.0,2,2.0,0.4,72,1.1307339449541285,-0.36035857710497177
73,73,1,1,1,3.0,2,1,1,1,0,1,0,2,1,1,1,1,0,1,0,1,2,2,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2.0,2,0,1,1,2,1,1,1,1,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2.0,0,2.0,0,1,1,1,0,1,1.0,2.0,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2.0,2,1.0,0.6,73,1.067448680351906,-0.3788787329548216
74,74,2,2,1,2.0,0,1,1,1,1,0,1,0,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,0,1,0,1,2,2,1,1,2.0,0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,0,1,2.0,1,2.0,1,1,2,1,2,1,0.0,1.0,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2.0,1,0.0,0.6,74,1.0582010582010581,-0.3471137134468464
75,75,3,3,1,2.0,2,1,1,2,0,2,1,2,2,2,2,2,1,1,1,0,1,2,2,1,2,1,0,1,1,1,1,2,2,2,0,1,1.0,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,0,2,1,2,2,1,2,1,2,0.0,1,3.0,2,1,3,0,0,1,2.0,2.0,1,1,1,2,1,2,0,2,1,3,1,2,2,1,1.0,2,3.0,0.4,75,1.1172566371681416,-0.14834156120647032
76,76,0,0,2,2.0,2,1,1,0,1,1,2,1,1,1,1,0,1,2,2,1,1,2,1,1,1,1,0,1,2,1,2,2,1,0,1,1,2.0,1,1,1,0,1,0,1,1,2,2,1,1,2,1,2,2,3,2,1,1,1,2,1,2,2,1,2,2.0,1,2.0,1,2,1,1,3,1,1.0,2.0,2,1,1,1,0,2,2,2,1,1,1,1,1,1,2.0,1,2.0,0.5,76,1.0859188544152745,-0.2862459494480785
77,77,1,2,1,1.0,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,0,1,2,2,1,0,2,1,1,1,1,1,0,1,1,2,2,,0,1,0,1,1,1,1,0,2,2,2,1,1,1,2,2,2,2,2,2,0,2,1,2,1,1,2,2.0,1,2.0,1,1,2,1,2,2,2.0,2.0,1,1,1,2,1,2,2,2,1,0,2,1,0,1,1.0,2,2.0,0.4,77,1.1081081081081081,-0.294843023722437
78,78,2,2,1,0.0,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,0,1,2,0,2,1,2,2,1,0,1,1,1,2,1,1,2.0,1,1,1,0,1,1,1,1,1,1,2,1,1,2,2,2,2,0,1,0,1,1,2,2,2,1,1,2.0,1,2.0,1,1,0,1,1,1,1.0,2.0,2,2,1,0,1,1,1,1,2,1,1,0,2,2,2.0,2,2.0,0.5,78,1.0562659846547315,-0.33966439683059185
79,79,2,0,1,2.0,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,0,1,2,0,1,2,1,1,1,1,1,1,1,2,1,1,1.0,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,0,1,2,2.0,1,1.0,0,1,2,1,1,1,2.0,0.0,1,1,1,1,1,2,0,0,1,2,1,1,0,0,2.0,1,1.0,0.5,79,1.0771144278606966,-0.1934468594185794
80,80,2,2,1,0.0,2,2,2,1,1,1,0,2,2,1,2,0,1,2,2,2,1,2,1,0,2,1,3,1,2,2,2,1,2,2,1,2,3.0,1,0,1,1,1,1,2,1,1,1,0,1,1,0,2,2,2,1,2,2,2,2,1,0,1,1,2,2.0,1,2.0,1,2,2,1,3,1,2.0,3.0,2,1,1,2,2,1,2,1,0,1,1,0,2,3,2.0,2,2.0,0.4,80,1.1295896328293737,-0.379741856128184
81,81,2,1,2,,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,1,2,1,2,2,0,1,1,1.0,2,2,1,2,1,0,1,1,2,0,1,2,0,1,2,1,2,1,2,0,1,1,1,1,1,1,1,2.0,0,2.0,0,1,2,2,2,2,1.0,1.0,0,1,2,1,1,2,1,1,2,2,2,2,1,2,2.0,2,2.0,0.5,81,1.094890510948905,-0.2857200480211976
82,82,2,2,1,0.0,1,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,0,1,1,2,0,2,2,1,1,2.0,1,2,2,1,1,0,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2.0,1,0.0,1,2,1,1,2,2,1.0,,2,1,0,0,1,0,1,1,2,1,1,0,1,1,2.0,2,2.0,0.6,82,1.0562659846547315,-0.3531355019364488
83,83,0,2,1,0.0,1,1,1,2,0,2,1,2,1,1,1,1,1,1,2,1,1,2,2,0,1,2,1,1,1,1,2,1,1,2,1,1,0.0,1,1,0,0,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,0,1,1,2,2.0,1,2.0,2,1,1,2,2,1,1.0,,2,2,2,1,2,2,2,0,2,1,1,1,2,2,2.0,2,2.0,0.6,83,1.048913043478261,-0.2501983511086702
84,84,2,2,1,2.0,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,3,1,2,1,2,1,2,2,1,2,2,0,1,1,2.0,1,1,2,1,2,0,1,1,1,2,2,2,2,2,1,1,2,1,2,0,2,1,2,2,2,1,2,0.0,1,2.0,1,0,2,1,1,2,1.0,0.0,1,1,0,0,1,2,1,1,2,2,0,1,1,1,0.0,1,2.0,0.6,84,1.0326086956521738,-0.12171040760634548
85,85,1,2,1,2.0,1,1,2,2,1,1,1,2,2,0,1,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,0,2,1,1,2.0,0,1,1,2,1,2,1,1,1,1,2,1,1,2,0,0,1,1,2,2,1,0,2,1,1,1,2,1.0,1,2.0,1,0,1,1,2,1,2.0,1.0,2,1,1,1,0,2,2,1,0,1,1,1,1,2,2.0,1,1.0,0.6,85,1.066193853427896,-0.22801211030157287
86,86,2,3,2,2.0,1,1,2,1,1,0,1,1,1,1,1,1,1,1,2,1,0,1,2,2,1,2,2,0,0,1,0,1,1,1,1,2,2.0,1,2,2,0,1,1,1,0,0,2,1,1,1,1,2,1,2,1,2,1,0,2,2,1,1,1,2,1.0,1,2.0,1,1,2,1,2,2,2.0,1.0,1,0,1,2,1,2,1,1,2,1,2,1,2,2,2.0,1,2.0,0.4,86,1.0902777777777777,-0.3936494271922303
87,87,2,2,1,2.0,1,1,0,1,1,0,1,1,1,1,1,0,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2.0,1,1,1,1,1,0,1,2,2,2,1,1,2,1,0,2,1,1,2,2,1,1,0,0,0,1,1,,1,2.0,1,2,2,1,2,2,1.0,2.0,2,1,0,1,1,2,1,1,2,1,1,1,2,1,2.0,2,2.0,0.6,87,1.0690537084398977,-0.43351681677306453
88,88,1,2,1,2.0,1,1,2,1,2,2,1,1,2,2,1,2,2,1,2,1,0,1,1,2,2,1,1,1,1,1,2,1,0,1,0,1,1.0,1,1,2,1,1,1,1,1,1,1,2,0,0,2,1,2,2,2,2,1,2,2,1,2,2,0,1,1.0,1,2.0,2,2,0,1,1,1,2.0,2.0,0,2,2,2,0,1,1,1,1,2,1,1,1,0,1.0,1,1.0,0.4,88,1.0968468468468469,-0.059851964547556424
89,89,2,2,1,2.0,0,1,1,2,0,1,1,1,2,1,2,1,1,2,1,0,2,2,0,2,1,1,0,1,1,1,0,1,2,0,1,1,1.0,2,1,2,1,1,1,0,1,1,2,2,1,1,1,1,1,1,2,1,2,1,0,1,2,2,1,2,2.0,1,2.0,1,2,2,1,1,1,1.0,1.0,1,1,1,1,2,2,1,0,1,1,1,1,2,2,1.0,2,2.0,0.6,89,1.0861244019138756,-0.2824745586816198
90,90,2,1,1,1.0,2,1,1,1,2,2,2,1,1,2,1,1,2,1,0,2,1,2,1,2,1,2,1,1,2,0,1,0,2,2,1,2,2.0,0,2,0,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,1,0,1,1,2,1,2,2.0,1,2.0,0,0,2,2,1,1,2.0,0.0,1,1,2,1,1,1,2,2,2,1,2,2,1,2,2.0,1,0.0,0.5,90,1.0804597701149425,-0.1528499266348798
91,91,2,1,0,,2,1,1,2,1,1,2,2,1,1,0,1,1,2,2,1,1,1,2,1,1,2,2,1,0,0,2,2,2,1,1,2,0.0,1,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,2,1,1,1,1,2,2,2,2,1,1,2.0,2,1.0,1,2,2,2,2,2,1.0,2.0,1,2,1,1,1,2,2,0,2,1,1,1,2,2,2.0,2,2.0,0.6,91,1.0635696821515892,-0.25313157716786644
92,92,2,1,2,2.0,2,1,2,2,1,1,1,0,1,1,2,0,1,1,0,1,1,1,2,1,1,1,1,1,0,1,1,1,2,2,1,2,2.0,2,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,0,1,2,1,1,1,2.0,1,2.0,0,1,2,0,1,1,1.0,2.0,2,1,1,0,2,1,1,1,2,1,1,1,1,1,2.0,2,1.0,0.6,92,1.0469613259668509,-0.3288833710610012
93,93,1,2,2,3.0,0,1,2,1,2,2,2,1,1,1,2,1,2,3,2,1,2,2,1,1,0,2,1,1,2,1,2,1,1,3,2,2,2.0,0,2,2,1,1,1,1,1,1,2,1,0,1,2,1,0,1,1,2,2,1,2,2,2,2,1,1,1.0,1,2.0,1,2,2,2,2,1,2.0,2.0,2,2,0,1,0,3,1,1,1,2,0,2,2,1,2.0,2,0.0,0.5,93,1.1386363636363637,-0.2428492487665076
94,94,1,1,1,3.0,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,0,1,1,0,2,1,1,2,1,1,1,1,2,2,2,1,1,1.0,2,0,1,1,1,2,1,1,1,1,1,1,1,0,2,1,2,1,2,0,1,1,0,2,1,1,2,0.0,1,1.0,0,2,1,2,2,2,1.0,2.0,2,1,1,2,2,0,2,0,1,1,2,1,1,2,2.0,1,1.0,0.6,94,1.0574412532637076,-0.3312521245568594
95,95,1,2,0,2.0,1,0,1,1,1,2,1,1,1,1,1,1,1,2,1,0,0,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0.0,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,0,1,1.0,1,2.0,1,1,1,1,2,1,1.0,2.0,2,1,1,1,1,2,1,1,1,1,2,2,0,1,2.0,1,2.0,0.6,95,1.0382352941176471,-0.46912229624816143
96,96,2,2,0,3.0,1,2,0,2,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2.0,2,0,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,0,1,1,2,2,1,1,0,0,1,2.0,1,0.0,1,1,1,2,3,2,0.0,3.0,2,2,1,2,2,2,1,1,2,0,2,1,2,2,2.0,0,4.0,0.4,96,1.1267281105990783,-0.28592540450457055
97,97,1,2,1,2.0,0,2,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,0,2,2,1,1,2,1,0,2.0,2,1,1,1,2,1,1,1,2,2,2,1,1,2,0,1,0,2,2,2,2,2,2,2,2,1,1,1.0,1,2.0,2,1,0,2,0,1,1.0,3.0,1,1,2,2,1,2,1,0,2,1,1,2,1,2,2.0,0,3.0,0.6,97,1.0559796437659033,-0.2879749414550444
98,98,2,1,1,2.0,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,2.0,1,0,1,1,1,0,1,1,2,1,1,1,2,2,1,0,1,1,2,2,1,2,1,2,1,1,0,2.0,0,2.0,1,0,2,1,0,2,1.0,2.0,1,1,1,1,1,1,1,2,2,2,2,1,1,2,0.0,0,0.0,0.6,98,1.0583756345177664,-0.20437297647183156
99,99,1,0,1,2.0,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,1,2,2,0,1.0,2,1,1,0,1,1,1,1,2,2,2,1,2,2,2,0,1,1,2,2,0,2,1,3,2,1,2,1.0,1,4.0,1,0,0,1,3,2,0.0,4.0,2,1,1,1,2,2,1,0,2,2,1,1,2,2,2.0,2,2.0,0.5,99,1.1196388261851016,-0.3775348811103998
