0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,seed,simple_param,EPH,corr
3.0,2.0,0.0,1.0,4.0,,4.0,2.0,2.0,2.0,1.0,4.0,4.0,0.0,,4.0,0.0,4.0,4.0,2.0,2.0,,0.0,,0.0,,,3.0,,3.0,,3.0,,0.0,,4.0,,4.0,4.0,,4.0,3.0,,4.0,3.0,,,3.0,,,3.0,4.0,3.0,2.0,4.0,,,4.0,,,0.0,,2.0,2.0,1.0,1.0,4.0,1.0,0.0,3.0,1.0,,,,,,0.0,2.0,,3.0,0.0,4.0,3.0,,2.0,2.0,,4.0,3.0,4.0,2.0,,0,0.05,2.279534109816972,-0.031090383603122346
,,,,,2.0,3.0,3.0,,,,,3.0,3.0,4.0,3.0,,4.0,4.0,4.0,1.0,,,,,,4.0,4.0,,,4.0,,2.0,,,4.0,,,2.0,0.0,4.0,4.0,3.0,,0.0,3.0,,1.0,,2.0,,4.0,,0.0,0.0,4.0,0.0,,4.0,0.0,,3.0,2.0,,,3.0,,2.0,2.0,3.0,,3.0,3.0,0.0,0.0,1.0,3.0,,4.0,2.0,4.0,0.0,4.0,,0.0,,3.0,2.0,2.0,,4.0,,1,0.05,2.2529711375212225,0.056426520353726764
3.0,,0.0,,3.0,3.0,1.0,,3.0,,,,1.0,0.0,0.0,3.0,0.0,,2.0,3.0,3.0,0.0,,0.0,3.0,,,,,,2.0,,,2.0,,0.0,3.0,,,3.0,,,,3.0,1.0,,,,2.0,2.0,3.0,,,,2.0,,0.0,,,,,1.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,,0.0,3.0,,,,,1.0,2.0,,,,1.0,3.0,0.0,3.0,1.0,2.0,,,,,2,0.05,1.9150090415913201,-0.04525506228039188
4.0,,2.0,,4.0,1.0,1.0,,3.0,0.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,,,3.0,2.0,1.0,3.0,,,,,3.0,,1.0,,2.0,,,,3.0,,,4.0,4.0,3.0,3.0,4.0,1.0,4.0,0.0,2.0,,3.0,2.0,3.0,,0.0,,4.0,0.0,4.0,3.0,0.0,,1.0,,4.0,,3.0,2.0,,4.0,0.0,3.0,0.0,,2.0,,,4.0,4.0,,,,2.0,,1.0,3.0,0.0,0.0,,,,,0.0,,3,0.05,2.3195364238410594,0.10570188887976062
4.0,,,,4.0,2.0,,3.0,,,0.0,,,0.0,0.0,,4.0,4.0,,2.0,3.0,3.0,,,,3.0,,3.0,2.0,3.0,4.0,,,,4.0,0.0,3.0,4.0,,,3.0,2.0,,4.0,3.0,1.0,2.0,0.0,,1.0,2.0,,,0.0,3.0,,4.0,,,4.0,,,0.0,,2.0,3.0,,4.0,0.0,,3.0,3.0,,1.0,,2.0,,2.0,,1.0,0.0,3.0,1.0,,,4.0,4.0,,,0.0,,3.0,4,0.05,2.3268551236749118,-0.03553600564376338
,,1.0,3.0,1.0,,,,,,0.0,,4.0,1.0,4.0,,,,2.0,2.0,0.0,3.0,1.0,2.0,,,,1.0,0.0,4.0,4.0,,,,0.0,,,0.0,1.0,2.0,0.0,1.0,3.0,,1.0,4.0,4.0,3.0,3.0,0.0,,2.0,0.0,,0.0,,2.0,,,,,,3.0,2.0,1.0,3.0,,4.0,,3.0,4.0,,4.0,3.0,0.0,2.0,2.0,3.0,,3.0,4.0,,1.0,,,3.0,2.0,3.0,,4.0,,,5,0.05,2.342908438061041,-0.12520362703229931
0.0,4.0,3.0,4.0,,,,4.0,2.0,2.0,,4.0,,2.0,4.0,,3.0,1.0,2.0,4.0,0.0,,,0.0,,,4.0,,1.0,3.0,0.0,4.0,,3.0,,4.0,1.0,0.0,0.0,0.0,3.0,,3.0,4.0,2.0,4.0,,,2.0,,2.0,,3.0,,,0.0,,,,0.0,,,,,0.0,,,,2.0,,,,3.0,,,,4.0,2.0,4.0,3.0,,,4.0,,,,,,3.0,3.0,3.0,,6,0.05,2.4670542635658914,0.08393625722798918
,3.0,3.0,2.0,,2.0,,3.0,3.0,3.0,,2.0,,,1.0,0.0,,,0.0,2.0,1.0,,0.0,3.0,3.0,3.0,,3.0,2.0,,3.0,2.0,2.0,,,1.0,,0.0,,2.0,,1.0,,0.0,,2.0,1.0,2.0,,,2.0,3.0,,,,,3.0,1.0,0.0,,1.0,1.0,0.0,3.0,,2.0,0.0,3.0,2.0,,1.0,,,3.0,,3.0,3.0,3.0,0.0,2.0,,,0.0,,,,,3.0,,2.0,,,7,0.05,2.0306306306306308,-0.1424890542588469
,0.0,1.0,0.0,,2.0,4.0,3.0,3.0,4.0,3.0,0.0,0.0,,,,2.0,4.0,4.0,0.0,3.0,,4.0,,2.0,4.0,,4.0,,3.0,,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,,,3.0,1.0,1.0,1.0,,,3.0,,0.0,,,,4.0,4.0,,3.0,0.0,4.0,,,2.0,,2.0,4.0,,2.0,2.0,,,,4.0,,,,1.0,3.0,,2.0,0.0,2.0,,1.0,,,,0.0,,0.0,1.0,3.0,8,0.05,2.369491525423729,0.004987634159280221
,,,0.0,3.0,2.0,0.0,2.0,,3.0,1.0,,2.0,,1.0,1.0,3.0,,,3.0,0.0,4.0,2.0,2.0,,4.0,0.0,4.0,0.0,2.0,4.0,2.0,,3.0,1.0,4.0,2.0,2.0,0.0,4.0,4.0,3.0,,2.0,3.0,0.0,0.0,,4.0,3.0,,,,,3.0,4.0,3.0,,4.0,4.0,,0.0,4.0,4.0,4.0,3.0,,3.0,,,,,,,,4.0,0.0,2.0,3.0,4.0,,4.0,,,,,4.0,2.0,,,,4.0,9,0.05,2.2151067323481115,-0.020539830645220865
