0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,seed,complex_param,EPH,corr
,,0.0,6.0,,7.0,7.0,5.0,7.0,,7.0,,,0.0,7.0,6.0,0.0,,,6,6.0,4.0,0.0,2.0,0.0,,,5.0,,,3.0,,1.0,0.0,,7.0,,,7.0,7.0,7.0,6.0,7.0,7.0,1.0,7.0,,1.0,4.0,,7.0,,,,6.0,,,7.0,4.0,7.0,0.0,5.0,6.0,,,4,,4.0,0.0,,,2.0,1.0,3.0,4.0,3.0,0.0,7.0,6.0,7.0,0.0,,5.0,,,6.0,,7.0,5.0,,7.0,,0,9,3.4949664429530203,0.146275765882406
1.0,7.0,9.0,,9.0,8.0,9.0,9.0,,,,,9.0,3.0,7.0,8.0,7.0,,,2,6.0,9.0,,,,4.0,,9.0,5.0,7.0,9.0,7.0,9.0,,9.0,9.0,1.0,,6.0,0.0,8.0,9.0,,8.0,0.0,6.0,,,9.0,,9.0,,,0.0,0.0,,0.0,,9.0,0.0,,,7.0,,,7,,8.0,8.0,,,,2.0,0.0,0.0,,9.0,9.0,3.0,9.0,,0.0,8.0,,0.0,,,6.0,8.0,,,,1,9,4.075907590759076,0.27616846227299874
,,0.0,2.0,6.0,6.0,6.0,,,,8.0,,6.0,0.0,0.0,2.0,0.0,,,4,3.0,0.0,,0.0,8.0,,,4.0,8.0,,8.0,,,,7.0,0.0,7.0,3.0,6.0,5.0,6.0,8.0,8.0,5.0,1.0,5.0,,,7.0,,7.0,,7.0,5.0,,,0.0,,,,,,5.0,,6.0,3,,8.0,4.0,,8.0,0.0,,,,,,6.0,4.0,3.0,,8.0,5.0,,0.0,8.0,8.0,7.0,4.0,,,,2,9,3.870567375886525,-0.11607725560767762
,,9.0,,9.0,9.0,9.0,6.0,4.0,0.0,3.0,,,7.0,9.0,8.0,9.0,,,9,7.0,,1.0,,6.0,,,8.0,2.0,6.0,9.0,,,,,9.0,,,8.0,9.0,8.0,9.0,9.0,9.0,8.0,0.0,1.0,5.0,7.0,9.0,,,0.0,,8.0,0.0,,2.0,0.0,9.0,,,7.0,9.0,,7,,8.0,0.0,4.0,0.0,3.0,,3.0,,,,9.0,9.0,8.0,,,8.0,,0.0,0.0,4.0,8.0,9.0,,0.0,,3,9,4.013223140495867,0.3601454143681388
,7.0,4.0,,7.0,7.0,7.0,,,,0.0,2.0,4.0,0.0,0.0,5.0,5.0,,5.0,2,6.0,7.0,,,,,,7.0,7.0,,,,,,7.0,0.0,7.0,,5.0,2.0,6.0,6.0,,6.0,1.0,7.0,7.0,0.0,7.0,,7.0,5.0,7.0,0.0,7.0,,,,1.0,,,,0.0,7.0,,3,7.0,5.0,0.0,,,,,6.0,,,,7.0,,6.0,0.0,7.0,6.0,6.0,,,,1.0,,0.0,,,4,9,3.6515679442508713,-0.11954092922902002
,,1.0,6.0,6.0,8.0,6.0,5.0,3.0,3.0,0.0,4.0,8.0,5.0,8.0,7.0,7.0,,,4,0.0,,8.0,,,,,5.0,0.0,3.0,,,,,0.0,6.0,,0.0,6.0,,0.0,,6.0,5.0,5.0,,,,6.0,0.0,,8.0,0.0,,0.0,4.0,,6.0,,,5.0,,8.0,,,7,,,,7.0,,,8.0,,0.0,,,,,,,,5.0,,6.0,3.0,7.0,,,,,,5,9,3.7457627118644066,0.05962357834876259
0.0,,7.0,5.0,8.0,7.0,8.0,7.0,,4.0,6.0,5.0,8.0,7.0,,6.0,8.0,,,6,0.0,7.0,8.0,0.0,8.0,,,8.0,,7.0,0.0,6.0,1.0,,8.0,,,0.0,0.0,0.0,7.0,2.0,,8.0,8.0,8.0,7.0,3.0,8.0,,7.0,8.0,2.0,,1.0,0.0,7.0,2.0,6.0,0.0,,7.0,5.0,8.0,0.0,4,,5.0,,,,,,,,,7.0,6.0,3.0,8.0,6.0,,7.0,,7.0,,,,,,,8.0,6,9,3.6561461794019934,0.15490074394552075
,,4.0,,,3.0,3.0,,,,3.0,,5.0,5.0,,0.0,4.0,,0.0,3,4.0,5.0,0.0,,,,1.0,4.0,,,1.0,,,,5.0,5.0,,0.0,5.0,4.0,5.0,4.0,5.0,0.0,5.0,5.0,5.0,4.0,,2.0,2.0,,,,5.0,,,2.0,0.0,5.0,,,0.0,,,2,0.0,3.0,3.0,,1.0,2.0,,,1.0,5.0,4.0,4.0,0.0,4.0,,1.0,0.0,,,,,1.0,,,,,7,9,2.736568457538995,0.13393717133963193
5.0,0.0,7.0,0.0,4.0,5.0,4.0,6.0,4.0,,,0.0,0.0,7.0,3.0,6.0,5.0,,7.0,0,6.0,,7.0,,1.0,1.0,2.0,6.0,,7.0,,4.0,5.0,,6.0,5.0,,,,7.0,6.0,6.0,1.0,5.0,6.0,1.0,7.0,7.0,6.0,,0.0,,,,7.0,7.0,,,0.0,,,7.0,5.0,,,5,,6.0,6.0,,,,6.0,,,,7.0,,7.0,4.0,0.0,,7.0,1.0,,,,0.0,,0.0,6.0,,8,9,3.1828478964401294,0.3249768772271783
,,5.0,0.0,,5.0,0.0,4.0,,3.0,,5.0,,4.0,,5.0,3.0,5.0,,4,0.0,,,,,3.0,0.0,,0.0,,,,3.0,,,4.0,,,0.0,4.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,5.0,,,,,,,,5.0,3.0,,2.0,,,0.0,4.0,,3.0,3,5.0,4.0,5.0,,2.0,,,,,,0.0,4.0,2.0,5.0,,1.0,5.0,,2.0,,,5.0,,,,,9,9,2.7486725663716816,0.32854003205510723
,,5.0,0.0,6.0,6.0,5.0,6.0,,,6.0,5.0,6.0,2.0,6.0,3.0,5.0,,,0,4.0,5.0,,5.0,,,,6.0,3.0,,,3.0,3.0,,0.0,0.0,,,4.0,0.0,5.0,1.0,,0.0,4.0,6.0,,6.0,6.0,6.0,6.0,,,,6.0,0.0,0.0,2.0,,2.0,,0.0,3.0,,,3,,4.0,6.0,,4.0,,1.0,,,,,6.0,,5.0,,,5.0,,,,,2.0,2.0,0.0,,4.0,10,9,3.1661073825503356,0.09370146565261285
3.0,,8.0,,,8.0,7.0,,,,,,,,,8.0,8.0,5.0,3.0,7,8.0,,0.0,,,3.0,6.0,,0.0,0.0,8.0,,,,3.0,7.0,5.0,,,8.0,,5.0,,8.0,,5.0,8.0,0.0,6.0,4.0,,0.0,,,8.0,8.0,,,0.0,,,0.0,7.0,8.0,,6,,7.0,0.0,,8.0,4.0,3.0,,,,8.0,,0.0,5.0,,7.0,8.0,,6.0,0.0,3.0,,,,,8.0,11,9,3.822608695652174,0.34560954971505403
,,6.0,,6.0,3.0,5.0,0.0,0.0,,,5.0,0.0,6.0,0.0,5.0,6.0,0.0,,4,6.0,,,,,3.0,5.0,,,6.0,5.0,,,6.0,,,,6.0,4.0,0.0,5.0,5.0,6.0,,4.0,6.0,6.0,6.0,6.0,,6.0,,,,3.0,4.0,,0.0,4.0,6.0,0.0,,1.0,,,2,,5.0,0.0,,2.0,,,,6.0,1.0,6.0,4.0,1.0,3.0,,5.0,0.0,,,,,6.0,,6.0,,,12,9,2.9745762711864407,-0.03134114069833688
