0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,seed,simple_param,EPH,corr
,,0.0,,,4.0,6.0,6.0,,,2.0,,4.0,0.0,1.0,5.0,0.0,,,,3.0,5.0,0.0,,0.0,6.0,,5.0,,,2.0,3.0,,0.0,,3.0,,,4.0,,6.0,4.0,,1.0,5.0,4.0,6.0,,2.0,,5.0,6.0,,,,,,5.0,,6.0,0.0,2.0,2.0,4.0,,2.0,,,0.0,,4.0,1.0,3.0,5.0,,,0.0,5.0,6.0,5.0,0.0,3.0,,3.0,,,,6.0,,,1.0,,0,0.02,3.3157894736842106,0.041302422124246244
,6.0,,,5.0,,,4.0,,5.0,2.0,3.0,8.0,1.0,,2.0,4.0,,,,3.0,8.0,,,,,,6.0,6.0,,8.0,7.0,,3.0,,3.0,6.0,,1.0,0.0,,,6.0,6.0,0.0,,,7.0,,,7.0,2.0,6.0,0.0,0.0,,0.0,,,0.0,,3.0,3.0,7.0,,3.0,,,8.0,,,,,0.0,0.0,6.0,,,,,,0.0,8.0,,0.0,5.0,7.0,4.0,,,,,1,0.02,4.628252788104089,0.03393388139409545
,,0.0,,3.0,,,,,4.0,,,7.0,0.0,0.0,5.0,0.0,7.0,4.0,5.0,,0.0,7.0,0.0,7.0,,4.0,5.0,4.0,,,,5.0,,2.0,0.0,,,5.0,,4.0,,,6.0,7.0,,7.0,,1.0,4.0,,,4.0,,,3.0,0.0,,4.0,,,6.0,,6.0,1.0,2.0,,5.0,4.0,,,0.0,3.0,,,,,,,7.0,,2.0,4.0,7.0,0.0,,6.0,4.0,,,,6.0,2,0.02,3.9283216783216783,-0.012086498961413264
,,7.0,,4.0,,5.0,,8.0,0.0,,,8.0,6.0,7.0,3.0,,8.0,6.0,5.0,2.0,,,,8.0,7.0,4.0,5.0,7.0,7.0,,,,8.0,7.0,,,,5.0,,8.0,,6.0,1.0,6.0,0.0,5.0,5.0,3.0,6.0,8.0,3.0,0.0,,,0.0,3.0,7.0,0.0,6.0,,,7.0,,,5.0,,1.0,0.0,,0.0,,7.0,2.0,,,,2.0,8.0,1.0,,,4.0,,0.0,0.0,,8.0,,,0.0,,3,0.02,4.253311258278146,-0.0675850793882598
,,3.0,3.0,6.0,,7.0,7.0,6.0,,0.0,,7.0,0.0,0.0,4.0,5.0,,,,6.0,6.0,,,6.0,,,5.0,,,6.0,7.0,,4.0,1.0,0.0,,,,4.0,8.0,3.0,,5.0,3.0,,,0.0,8.0,5.0,,5.0,,0.0,5.0,,,8.0,8.0,6.0,7.0,6.0,0.0,,,7.0,,4.0,0.0,,1.0,,,,,,8.0,,,8.0,0.0,,6.0,,6.0,3.0,4.0,8.0,,0.0,7.0,,4,0.02,3.86518771331058,0.08999080754379406
,,5.0,,2.0,3.0,8.0,,4.0,8.0,0.0,,,1.0,,,4.0,,,4.0,0.0,,,,,5.0,,6.0,0.0,,2.0,,4.0,,0.0,,7.0,0.0,2.0,4.0,0.0,5.0,5.0,,2.0,,8.0,,5.0,0.0,6.0,6.0,0.0,,0.0,,8.0,,7.0,8.0,,,,,,8.0,,8.0,6.0,,8.0,,,8.0,0.0,3.0,6.0,2.0,,6.0,,,,,,6.0,,7.0,,5.0,7.0,,5,0.02,4.149911816578483,-0.12711350475854347
0.0,,2.0,3.0,1.0,,,4.0,5.0,,7.0,,5.0,5.0,6.0,,7.0,6.0,,4.0,0.0,,3.0,0.0,5.0,,,6.0,4.0,,0.0,,,6.0,4.0,,,0.0,0.0,0.0,1.0,7.0,,3.0,,2.0,6.0,6.0,,5.0,,5.0,,,3.0,0.0,,,,0.0,,,4.0,,0.0,,,,7.0,6.0,,,,2.0,,7.0,,1.0,,5.0,,,,,,6.0,,7.0,,7.0,5.0,,6,0.02,3.9616087751371114,-0.055697209024629296
,4.0,4.0,,4.0,7.0,,6.0,7.0,,7.0,1.0,3.0,5.0,,0.0,7.0,,0.0,4.0,2.0,1.0,0.0,,7.0,4.0,,,,,5.0,,7.0,5.0,,2.0,,0.0,,,,6.0,,0.0,6.0,3.0,,1.0,4.0,1.0,3.0,,,7.0,,5.0,1.0,,0.0,5.0,,3.0,0.0,,,2.0,0.0,7.0,7.0,,,,,,6.0,,,4.0,0.0,1.0,7.0,5.0,0.0,,,5.0,6.0,,,7.0,,2.0,7,0.02,3.9701986754966887,-0.10753140262538123
4.0,0.0,7.0,0.0,2.0,5.0,,6.0,,,,0.0,0.0,3.0,6.0,,4.0,2.0,1.0,0.0,6.0,6.0,,1.0,2.0,,,,,6.0,,,,,2.0,6.0,3.0,,,1.0,,5.0,4.0,5.0,,3.0,7.0,2.0,5.0,7.0,0.0,,,,2.0,,,,0.0,,,7.0,4.0,,,,4.0,,,,2.0,,,,1.0,,,,,5.0,0.0,7.0,,,,,5.0,0.0,,0.0,,,8,0.02,4.069981583793738,0.34876145098687694
,,,0.0,3.0,2.0,0.0,,,4.0,5.0,,3.0,2.0,,5.0,,,,2.0,0.0,4.0,,,4.0,,0.0,2.0,0.0,6.0,7.0,7.0,4.0,,6.0,,,,0.0,,1.0,1.0,,1.0,,0.0,0.0,,6.0,3.0,2.0,,7.0,,,2.0,,,,,,0.0,6.0,1.0,5.0,6.0,,4.0,,,4.0,,,,,,0.0,3.0,2.0,3.0,,,1.0,,,,,,2.0,,4.0,,9,0.02,4.15547703180212,0.023872705078746254
6.0,,4.0,0.0,,4.0,3.0,,5.0,,,6.0,3.0,,,3.0,1.0,,,0.0,4.0,5.0,5.0,3.0,3.0,,5.0,,,3.0,6.0,,,,0.0,0.0,,,1.0,0.0,,2.0,,0.0,3.0,,4.0,,2.0,,,,4.0,5.0,4.0,0.0,0.0,,,,5.0,0.0,5.0,1.0,,3.0,5.0,,1.0,4.0,,,,,,,,5.0,6.0,1.0,4.0,6.0,1.0,,6.0,3.0,,,,0.0,2.0,,10,0.02,3.6231155778894473,-0.24130285837222643
,,3.0,,,2.0,6.0,,6.0,,4.0,3.0,,1.0,,5.0,,6.0,,4.0,,1.0,0.0,,6.0,,1.0,,0.0,0.0,6.0,,,,1.0,,,,2.0,6.0,3.0,4.0,1.0,,2.0,,,0.0,,,6.0,0.0,4.0,5.0,,,,3.0,0.0,6.0,,0.0,,,,3.0,1.0,2.0,0.0,,,1.0,,5.0,,,4.0,6.0,0.0,,4.0,,1.0,,6.0,0.0,2.0,6.0,3.0,,3.0,,11,0.02,3.802158273381295,-0.03131305249094074
,,,,7.0,2.0,3.0,0.0,0.0,3.0,4.0,,0.0,,0.0,7.0,7.0,0.0,,7.0,7.0,6.0,5.0,,2.0,,,2.0,,,,5.0,,,7.0,1.0,,,6.0,0.0,1.0,4.0,6.0,4.0,3.0,4.0,3.0,7.0,6.0,,,3.0,,,7.0,,3.0,0.0,6.0,,0.0,,1.0,,5.0,4.0,,,0.0,,6.0,6.0,,,,,2.0,,6.0,7.0,,,0.0,6.0,4.0,7.0,,,,,,,12,0.02,3.698360655737705,0.1569601327092357
,,7.0,,,,5.0,,1.0,,,,0.0,,,5.0,9.0,7.0,,6.0,,,,0.0,,6.0,,0.0,,0.0,3.0,,,0.0,,,,,,1.0,7.0,0.0,7.0,8.0,6.0,9.0,4.0,3.0,,,,,,,4.0,6.0,,3.0,2.0,8.0,5.0,,0.0,8.0,,7.0,4.0,5.0,,0.0,,2.0,,,,,5.0,,0.0,,9.0,7.0,9.0,7.0,0.0,,2.0,6.0,9.0,,,,13,0.02,4.822669104204754,0.1407359409588275
,,0.0,,2.0,3.0,0.0,,1.0,,5.0,,,,8.0,4.0,5.0,5.0,0.0,6.0,1.0,,,,,8.0,,2.0,,,7.0,6.0,,,8.0,5.0,0.0,3.0,4.0,,4.0,,,2.0,,5.0,,,7.0,,7.0,6.0,3.0,7.0,,6.0,3.0,,,3.0,,2.0,0.0,,0.0,5.0,,6.0,,,3.0,,0.0,,,,3.0,,,,,,0.0,7.0,0.0,,,6.0,,0.0,8.0,,14,0.02,4.421052631578948,0.03500828104069298
8.0,5.0,,,4.0,5.0,5.0,2.0,0.0,0.0,,,,3.0,0.0,3.0,6.0,,,,6.0,,,7.0,6.0,,,,,3.0,,6.0,,7.0,6.0,5.0,,,,4.0,6.0,2.0,5.0,,,8.0,0.0,7.0,0.0,,8.0,8.0,8.0,,6.0,,,8.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,,1.0,6.0,,,8.0,,,3.0,8.0,,,0.0,5.0,7.0,,8.0,7.0,4.0,,,6.0,,,,,15,0.02,4.02946273830156,-0.19467933369700222
