0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,seed,simple_param,EPH,corr
4.0,,0.0,,3.0,,2.0,,,4.0,3.0,4.0,,0.0,1.0,,0.0,,4.0,,3.0,3.0,0.0,,0.0,,3.0,4.0,4.0,3.0,4.0,,3.0,0.0,2.0,,,1.0,,,,4.0,2.0,3.0,2.0,,,,,,,,4.0,,4.0,4.0,,2.0,3.0,2.0,0.0,3.0,2.0,,,3.0,4.0,,0.0,4.0,3.0,,,,,,0.0,1.0,,2.0,0.0,1.0,4.0,,4.0,1.0,3.0,4.0,,2.0,4.0,,0,0.04,2.365553602811951,-0.07269399826918185
,,3.0,,1.0,4.0,2.0,,4.0,,,4.0,,,3.0,2.0,3.0,,4.0,4.0,2.0,,4.0,,3.0,,,4.0,3.0,,3.0,2.0,,4.0,,,,,2.0,0.0,1.0,1.0,,,0.0,,4.0,2.0,,4.0,4.0,2.0,,0.0,0.0,,0.0,,,0.0,,,2.0,4.0,,1.0,,,2.0,,,,4.0,0.0,0.0,,3.0,,,,,0.0,4.0,3.0,0.0,4.0,,4.0,,3.0,2.0,,1,0.04,2.420774647887324,0.02685894801239556
,,0.0,,4.0,3.0,1.0,,,4.0,2.0,,2.0,0.0,0.0,1.0,0.0,,4.0,3.0,4.0,0.0,,0.0,,,,2.0,2.0,3.0,,4.0,,1.0,3.0,0.0,4.0,1.0,3.0,4.0,2.0,3.0,,1.0,,4.0,2.0,1.0,,,,2.0,2.0,3.0,1.0,,0.0,,1.0,4.0,,4.0,3.0,4.0,,1.0,,3.0,1.0,,3.0,0.0,,4.0,2.0,1.0,,4.0,,2.0,2.0,4.0,1.0,,0.0,,4.0,,4.0,,3.0,3.0,2,0.04,2.3537414965986394,-0.10892433985776362
,,3.0,,4.0,4.0,3.0,4.0,,0.0,,,,2.0,,,1.0,,2.0,3.0,4.0,,,,3.0,3.0,2.0,,2.0,4.0,4.0,2.0,3.0,,3.0,2.0,,,3.0,4.0,4.0,3.0,,3.0,3.0,0.0,4.0,,3.0,,2.0,4.0,0.0,,4.0,0.0,,,0.0,4.0,,,2.0,,,1.0,,1.0,0.0,,0.0,,,,,,,4.0,4.0,2.0,,3.0,1.0,4.0,0.0,0.0,,2.0,,,0.0,,3,0.04,2.3406408094435074,0.07972867126357883
,,3.0,,1.0,2.0,3.0,,3.0,4.0,0.0,,2.0,0.0,0.0,3.0,3.0,,,1.0,,4.0,,,4.0,,,4.0,,,,,,4.0,1.0,0.0,4.0,4.0,2.0,,,2.0,3.0,3.0,3.0,1.0,,0.0,3.0,2.0,2.0,3.0,,0.0,4.0,,2.0,,,,,4.0,0.0,,3.0,1.0,3.0,1.0,0.0,,,,,3.0,,,4.0,3.0,3.0,,0.0,,1.0,,4.0,2.0,1.0,,,0.0,,,4,0.04,2.4773139745916515,-0.17144247205306046
3.0,,1.0,,,,3.0,,2.0,4.0,0.0,,,1.0,2.0,,4.0,,3.0,2.0,0.0,,2.0,4.0,,,,3.0,0.0,,3.0,,,3.0,0.0,3.0,,0.0,,3.0,0.0,,4.0,2.0,3.0,4.0,,,4.0,0.0,4.0,3.0,0.0,,0.0,1.0,,,,,,4.0,,3.0,,4.0,,4.0,2.0,3.0,3.0,,4.0,3.0,0.0,2.0,4.0,4.0,,1.0,,4.0,2.0,,,2.0,4.0,4.0,,,,,5,0.04,2.210714285714286,-0.02516205598853469
0.0,3.0,1.0,,,,,,4.0,,4.0,,,1.0,2.0,1.0,2.0,,2.0,2.0,0.0,,,0.0,,,,4.0,,,0.0,2.0,,3.0,,4.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0,4.0,2.0,,,1.0,,2.0,,,,,3.0,0.0,,,,0.0,,1.0,4.0,,0.0,2.0,,1.0,,4.0,3.0,,,,,4.0,,,4.0,,3.0,4.0,3.0,,4.0,2.0,,,,,,,6,0.04,2.6376554174067497,-0.08391930103229468
,,3.0,,,2.0,4.0,3.0,3.0,,2.0,,2.0,3.0,4.0,0.0,4.0,,0.0,1.0,3.0,4.0,0.0,3.0,,,,3.0,,4.0,4.0,,,,,,,0.0,,1.0,,,3.0,0.0,2.0,2.0,2.0,,2.0,4.0,,4.0,3.0,,,,,2.0,0.0,1.0,,4.0,0.0,,,3.0,0.0,1.0,3.0,,,4.0,,4.0,3.0,,3.0,4.0,0.0,4.0,4.0,4.0,0.0,,4.0,1.0,3.0,,1.0,,,,7,0.04,2.418965517241379,-0.1669682398779121
,0.0,,0.0,,2.0,5.0,5.0,,5.0,5.0,0.0,0.0,3.0,,5.0,,,4.0,0.0,,,4.0,,,4.0,3.0,4.0,4.0,3.0,3.0,2.0,,,1.0,,4.0,3.0,,2.0,5.0,3.0,,4.0,2.0,5.0,4.0,2.0,5.0,3.0,0.0,,,,4.0,,,4.0,0.0,5.0,,4.0,5.0,,4.0,3.0,,3.0,4.0,5.0,,,,5.0,4.0,,1.0,,,4.0,0.0,,2.0,,,,,0.0,,0.0,2.0,,8,0.04,2.6440397350993377,0.14203073913612296
,,3.0,0.0,4.0,,0.0,1.0,,3.0,2.0,,1.0,3.0,1.0,1.0,2.0,,,4.0,0.0,,1.0,4.0,4.0,2.0,0.0,2.0,0.0,,,2.0,2.0,,,,,2.0,0.0,,3.0,,3.0,2.0,1.0,0.0,0.0,2.0,3.0,,,3.0,,,4.0,4.0,,,2.0,,,0.0,1.0,2.0,,2.0,,,2.0,2.0,,,3.0,3.0,,,0.0,4.0,,4.0,,,,4.0,4.0,4.0,,,,,,,9,0.04,2.4561101549053355,-0.10071602338649246
,,1.0,0.0,2.0,,,2.0,4.0,,3.0,,4.0,,,,,,,0.0,4.0,1.0,4.0,,,,3.0,1.0,1.0,3.0,,,2.0,,0.0,0.0,3.0,,3.0,0.0,2.0,1.0,3.0,0.0,,4.0,,3.0,4.0,,1.0,3.0,3.0,,3.0,0.0,0.0,4.0,,3.0,3.0,0.0,,4.0,2.0,3.0,,4.0,,,3.0,,,3.0,,,,4.0,,2.0,,,,,,,2.0,4.0,,0.0,,,10,0.04,2.46,0.01238176733671634
,,2.0,,,3.0,4.0,,2.0,,2.0,4.0,,3.0,,4.0,,,,4.0,4.0,,0.0,,,,,1.0,0.0,0.0,4.0,4.0,,3.0,1.0,3.0,,,4.0,4.0,,2.0,,,4.0,,,0.0,3.0,4.0,4.0,0.0,,1.0,3.0,4.0,,3.0,0.0,1.0,1.0,0.0,4.0,1.0,,4.0,,,0.0,,,,2.0,4.0,4.0,,,,0.0,1.0,2.0,,3.0,,,0.0,,,,,,,11,0.04,2.3479789103690685,0.28126249420143146
