0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,seed,complex_param,EPH,corr
3.0,,0,,2,2,2,2,2,2,1,3,2,0,1,2,0,2.0,3,2,1,3.0,0.0,3.0,0.0,3.0,3.0,2.0,2.0,3,2,2,3.0,0.0,2,2,3.0,3.0,2,2,1,2,3,1,1,2,3,2,2,2.0,1,3.0,2.0,3.0,2,3,2.0,2.0,2,2.0,0.0,2,1,3,3.0,1,3.0,2,0,3.0,2,3.0,3.0,3.0,3.0,2.0,0,2,2,2,0.0,2.0,2,3.0,2,3.0,3,1,3.0,,1.0,3.0,0,4,1.361963190184049,-0.5151264464057336
3.0,3.0,2,,2,1,2,2,2,2,3,2,2,2,2,1,2,3.0,3,2,2,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2,2,3,1.0,3.0,3,3,3.0,3.0,1,0,1,2,3,2,0,3,2,2,2,3.0,2,3.0,3.0,0.0,0,3,0.0,2.0,1,0.0,3.0,2,1,2,3.0,1,3.0,1,2,3.0,2,3.0,1.0,0.0,0.0,2.0,2,2,2,2,3.0,0.0,2,3.0,0,3.0,2,2,3.0,,3.0,3.0,1,4,1.3412228796844181,-0.40656766735335714
3.0,3.0,0,3.0,2,2,1,2,2,2,2,2,2,0,0,1,0,3.0,2,1,1,0.0,3.0,0.0,3.0,3.0,2.0,1.0,2.0,2,2,3,3.0,2.0,2,0,2.0,2.0,2,2,2,2,2,1,1,1,3,2,2,2.0,2,3.0,2.0,3.0,2,3,0.0,2.0,2,2.0,3.0,2,1,2,2.0,1,2.0,2,1,3.0,2,0.0,3.0,3.0,3.0,2.0,2,2,2,2,3.0,2.0,1,3.0,0,2.0,1,1,2.0,3.0,2.0,3.0,2,4,1.2729211087420043,-0.5139170086422082
3.0,,2,,2,1,2,1,2,0,3,3,3,1,2,2,2,2.0,2,2,2,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2,1,3,3.0,3.0,2,2,3.0,3.0,2,2,2,2,1,1,2,0,2,2,2,3.0,3,3.0,0.0,3.0,2,0,3.0,2.0,0,2.0,3.0,3,1,3,3.0,1,3.0,2,0,3.0,0,2.0,3.0,3.0,3.0,2.0,2,2,1,1,3.0,2.0,2,2.0,0,0.0,3,2,3.0,,0.0,2.0,3,4,1.3719512195121952,-0.46964734027840005
,,1,3.0,2,3,2,2,2,2,0,3,2,0,0,2,1,3.0,2,2,1,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3,3,3,3.0,2.0,2,0,3.0,2.0,1,2,2,2,3,1,1,2,3,0,2,2.0,2,3.0,2.0,0.0,2,3,2.0,3.0,3,2.0,3.0,2,0,3,3.0,1,3.0,2,0,,3,,3.0,3.0,,3.0,3,2,2,2,0.0,3.0,1,3.0,2,2.0,2,2,3.0,0.0,2.0,3.0,4,4,1.3572815533980582,-0.44682830360294296
3.0,,1,2.0,1,2,2,2,1,3,0,2,2,1,2,2,2,3.0,1,1,0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,3,2,2,3.0,2.0,0,1,2.0,0.0,1,2,0,3,1,1,1,2,3,3,2,0.0,1,1.0,0.0,2.0,0,1,3.0,3.0,3,3.0,,3,2,3,2.0,2,,3,2,3.0,3,3.0,2.0,2.0,0.0,3.0,3,1,3,2,,3.0,1,3.0,3,1.0,2,3,2.0,2.0,3.0,3.0,5,4,1.2937625754527162,-0.2923090983637959
0.0,3.0,1,3.0,2,2,2,2,3,2,2,2,2,2,3,2,2,3.0,2,1,0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,2,0,2,3.0,3.0,2,2,2.0,0.0,0,0,1,2,2,2,2,2,3,2,1,2.0,2,2.0,3.0,3.0,1,0,3.0,2.0,2,0.0,2.0,3,2,2,0.0,1,3.0,1,3,2.0,3,2.0,2.0,3.0,,3.0,2,2,3,3,3.0,3.0,2,3.0,3,3.0,2,2,3.0,3.0,3.0,,6,4,1.3968253968253967,-0.44797887667590247
2.0,3.0,1,3.0,2,2,2,2,3,1,2,3,2,2,2,0,2,3.0,0,1,1,1.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,2,1,3,3.0,3.0,2,2,3.0,0.0,2,2,2,2,2,0,2,2,2,2,2,2.0,2,3.0,3.0,3.0,2,3,3.0,2.0,0,2.0,3.0,2,0,3,3.0,1,0.0,1,2,3.0,2,3.0,3.0,3.0,,3.0,2,1,0,2,2.0,2.0,0,3.0,1,3.0,3,2,2.0,3.0,3.0,3.0,7,4,1.3841463414634145,-0.5555150712406829
3.0,0.0,2,0.0,3,1,2,2,3,2,3,0,0,3,2,1,1,3.0,2,0,2,1.0,3.0,3.0,2.0,3.0,,3.0,3.0,2,2,3,3.0,3.0,2,2,3.0,3.0,3,2,2,1,2,3,2,2,2,2,3,3.0,0,3.0,3.0,,2,3,2.0,2.0,0,2.0,3.0,2,1,1,3.0,1,2.0,1,2,,2,3.0,3.0,,,3.0,2,2,2,2,0.0,2.0,2,3.0,2,3.0,3,0,3.0,0.0,2.0,,8,4,1.3691683569979716,-0.24979159670080586
3.0,,1,0.0,2,2,0,2,2,3,1,1,2,1,2,2,2,3.0,2,1,0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,0.0,3,2,2,3.0,2.0,1,2,2.0,2.0,0,2,1,2,2,1,1,0,0,2,2,1.0,2,3.0,2.0,3.0,2,2,3.0,2.0,3,2.0,3.0,0,2,3,2.0,1,3.0,2,2,3.0,3,3.0,3.0,3.0,3.0,3.0,0,2,2,2,3.0,3.0,1,3.0,3,2.0,2,2,3.0,3.0,3.0,3.0,9,4,1.3380281690140845,-0.552625192408606
3.0,3.0,1,0.0,1,2,1,2,2,3,2,2,2,2,2,1,2,3.0,2,0,1,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2,3,2,2.0,2.0,0,0,1.0,2.0,1,0,1,2,2,0,1,2,2,2,2,1.0,2,2.0,2.0,3.0,3,0,0.0,3.0,3,2.0,3.0,0,2,2,3.0,1,3.0,2,2,3.0,3,,3.0,2.0,,3.0,3,2,3,2,3.0,3.0,2,3.0,3,2.0,2,2,2.0,0.0,3.0,3.0,10,4,1.3132530120481927,-0.4323293907122974
