0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,seed,simple_param,EPH,corr
7.0,,0.0,3.0,1.0,2.0,6.0,6.0,,,4.0,4.0,3.0,0.0,6.0,5,0.0,4.0,,4,4.0,5.0,0.0,7.0,0.0,5.0,7.0,3.0,7.0,6.0,6.0,6.0,7.0,0.0,2.0,1.0,,1.0,5.0,2.0,5.0,7.0,4.0,2.0,4.0,5.0,6.0,1.0,3.0,6.0,1.0,3.0,2.0,,3.0,5.0,5.0,3.0,3.0,,0.0,6.0,5.0,4.0,2.0,1,,2.0,0.0,,7.0,,6.0,6.0,6.0,5.0,0.0,4.0,2.0,3.0,0.0,3.0,5.0,7.0,,6.0,5.0,4.0,,3.0,7.0,4.0,0,0.04,3.1059190031152646,-0.1697693890671229
4.0,9.0,4.0,,2.0,2.0,6.0,9.0,6.0,6.0,7.0,7.0,4.0,1.0,4.0,2,4.0,6.0,5.0,7,4.0,5.0,8.0,6.0,3.0,9.0,8.0,4.0,1.0,5.0,6.0,,4.0,5.0,6.0,3.0,9.0,,6.0,0.0,6.0,4.0,8.0,7.0,0.0,,1.0,6.0,7.0,3.0,3.0,6.0,3.0,0.0,0.0,,0.0,7.0,4.0,0.0,8.0,3.0,5.0,8.0,,2,6.0,3.0,3.0,9.0,8.0,5.0,,0.0,0.0,4.0,7.0,,6.0,4.0,7.0,0.0,3.0,9.0,0.0,4.0,8.0,4.0,,,3.0,,1,0.04,3.430340557275542,-0.1707987035170806
5.0,6.0,0.0,3.0,6.0,4.0,3.0,5.0,7.0,2.0,5.0,,2.0,0.0,0.0,1,0.0,2.0,4.0,2,4.0,0.0,,0.0,3.0,,4.0,2.0,2.0,3.0,,,4.0,3.0,3.0,0.0,4.0,2.0,1.0,3.0,2.0,6.0,3.0,1.0,3.0,2.0,6.0,3.0,3.0,3.0,2.0,5.0,4.0,7.0,2.0,,0.0,4.0,4.0,4.0,,2.0,2.0,5.0,5.0,1,4.0,5.0,2.0,,6.0,0.0,,4.0,,3.0,5.0,7.0,3.0,5.0,4.0,5.0,4.0,,0.0,3.0,1.0,5.0,4.0,5.0,,,2,0.04,2.84185303514377,-0.23094111578706858
,,4.0,,7.0,1.0,4.0,2.0,2.0,0.0,7.0,3.0,6.0,5.0,2.0,1,6.0,,4.0,3,6.0,4.0,,7.0,1.0,3.0,7.0,5.0,4.0,1.0,4.0,7.0,6.0,,7.0,4.0,8.0,,3.0,4.0,2.0,7.0,2.0,5.0,4.0,0.0,3.0,6.0,6.0,,2.0,8.0,0.0,,2.0,0.0,4.0,2.0,0.0,8.0,3.0,7.0,6.0,5.0,5.0,3,6.0,1.0,0.0,6.0,0.0,7.0,4.0,4.0,8.0,3.0,8.0,3.0,1.0,1.0,,3.0,3.0,8.0,0.0,0.0,7.0,6.0,,7.0,0.0,8.0,3,0.04,3.3143297380585515,-0.21497747858364774
6.0,8.0,5.0,2.0,6.0,3.0,3.0,6.0,2.0,4.0,0.0,,5.0,0.0,0.0,4,3.0,,2.0,1,4.0,7.0,6.0,6.0,6.0,,6.0,1.0,2.0,3.0,6.0,8.0,,4.0,5.0,0.0,8.0,,8.0,2.0,4.0,1.0,8.0,3.0,3.0,7.0,4.0,0.0,7.0,3.0,4.0,7.0,2.0,0.0,2.0,5.0,,5.0,5.0,1.0,,6.0,0.0,6.0,,3,,5.0,0.0,,4.0,,5.0,7.0,8.0,7.0,,2.0,3.0,6.0,0.0,6.0,4.0,,4.0,8.0,4.0,7.0,4.0,0.0,1.0,5.0,4,0.04,3.2720247295208655,-0.18388344393410616
6.0,,5.0,,2.0,3.0,1.0,1.0,4.0,7.0,0.0,3.0,4.0,3.0,2.0,4,5.0,,4.0,1,0.0,4.0,1.0,2.0,5.0,7.0,5.0,4.0,0.0,6.0,1.0,5.0,,3.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,4.0,3.0,7.0,4.0,1.0,4.0,,,0.0,2.0,2.0,0.0,5.0,0.0,2.0,,,,7.0,3.0,2.0,4.0,1.0,3.0,4,,5.0,4.0,3.0,3.0,5.0,3.0,2.0,0.0,,4.0,2.0,2.0,5.0,6.0,7.0,4.0,,3.0,6.0,5.0,5.0,,2.0,5.0,,5,0.04,3.111287758346582,-0.0532352233104091
0.0,1.0,7.0,,5.0,,2.0,8.0,5.0,5.0,2.0,4.0,7.0,6.0,8.0,3,3.0,4.0,5.0,5,0.0,6.0,6.0,0.0,2.0,6.0,2.0,5.0,4.0,3.0,0.0,5.0,6.0,1.0,3.0,8.0,,0.0,0.0,0.0,5.0,2.0,4.0,5.0,5.0,6.0,3.0,2.0,1.0,1.0,3.0,4.0,6.0,,8.0,0.0,8.0,3.0,4.0,0.0,5.0,3.0,6.0,3.0,0.0,4,7.0,1.0,3.0,4.0,4.0,,3.0,,,5.0,7.0,1.0,6.0,4.0,8.0,,3.0,,8.0,7.0,3.0,6.0,2.0,5.0,,,6,0.04,3.3871473354231973,0.007401081737724392
6.0,7.0,3.0,6.0,5.0,4.0,2.0,5.0,6.0,1.0,7.0,4.0,6.0,5.0,3.0,0,3.0,6.0,0.0,2,6.0,3.0,0.0,7.0,5.0,4.0,1.0,,,4.0,4.0,2.0,6.0,2.0,6.0,5.0,,0.0,1.0,7.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,4.0,3.0,7.0,1.0,,6.0,2.0,5.0,5.0,,3.0,0.0,4.0,,2.0,0.0,4.0,,5,0.0,4.0,2.0,7.0,5.0,,7.0,,2.0,5.0,,1.0,0.0,5.0,6.0,5.0,0.0,,4.0,3.0,,6.0,,4.0,7.0,,7,0.04,3.279434850863422,-0.19557311596613522
9.0,0.0,6.0,0.0,3.0,2.0,3.0,6.0,9.0,4.0,6.0,0.0,0.0,4.0,5.0,5,5.0,4.0,6.0,0,7.0,4.0,5.0,7.0,4.0,9.0,3.0,7.0,,3.0,3.0,4.0,8.0,7.0,1.0,8.0,1.0,,6.0,2.0,5.0,3.0,,5.0,4.0,6.0,6.0,4.0,7.0,6.0,0.0,7.0,,7.0,1.0,2.0,8.0,5.0,0.0,9.0,3.0,3.0,6.0,1.0,9.0,1,2.0,6.0,1.0,2.0,6.0,,8.0,,7.0,4.0,5.0,1.0,9.0,5.0,0.0,9.0,6.0,,4.0,,7.0,0.0,,0.0,6.0,,8,0.04,3.520865533230294,-0.04538793796415419
4.0,5.0,5.0,0.0,4.0,3.0,0.0,4.0,4.0,4.0,3.0,3.0,6.0,2.0,5.0,2,4.0,5.0,6.0,1,0.0,7.0,5.0,4.0,,3.0,0.0,5.0,0.0,6.0,3.0,6.0,7.0,,4.0,2.0,3.0,2.0,0.0,6.0,7.0,2.0,2.0,4.0,5.0,0.0,0.0,3.0,4.0,3.0,,,2.0,,4.0,5.0,7.0,2.0,4.0,,,0.0,5.0,7.0,5.0,2,,5.0,3.0,4.0,,,5.0,3.0,7.0,,0.0,4.0,4.0,1.0,5.0,5.0,4.0,3.0,7.0,3.0,,4.0,5.0,7.0,4.0,7.0,9,0.04,2.9826498422712935,-0.25390860117721925
3.0,,1.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,7.0,,4.0,4.0,3.0,1,5.0,3.0,2.0,0,3.0,,4.0,4.0,3.0,1.0,5.0,2.0,,4.0,7.0,2.0,,3.0,0.0,0.0,1.0,,5.0,0.0,4.0,4.0,5.0,0.0,2.0,6.0,6.0,7.0,4.0,4.0,1.0,2.0,3.0,7.0,3.0,0.0,0.0,2.0,3.0,,6.0,0.0,2.0,3.0,5.0,1,4.0,2.0,3.0,5.0,,6.0,5.0,,,,4.0,5.0,,4.0,6.0,5.0,2.0,,6.0,3.0,1.0,4.0,,0.0,6.0,6.0,10,0.04,3.079563182527301,-0.22442848629024478
7.0,,8.0,6.0,,5.0,1.0,2.0,7.0,,6.0,8.0,6.0,4.0,7.0,2,1.0,5.0,7.0,6,8.0,,0.0,8.0,5.0,7.0,5.0,4.0,0.0,0.0,2.0,4.0,6.0,8.0,3.0,6.0,,4.0,4.0,4.0,3.0,5.0,3.0,4.0,7.0,5.0,6.0,0.0,4.0,5.0,4.0,0.0,5.0,,2.0,3.0,,7.0,0.0,6.0,,0.0,3.0,2.0,5.0,3,7.0,6.0,0.0,8.0,8.0,8.0,3.0,,8.0,,3.0,3.0,0.0,1.0,8.0,7.0,3.0,2.0,1.0,0.0,6.0,5.0,3.0,,3.0,,11,0.04,3.5219364599092287,-0.31462765199898135
9.0,,1.0,,3.0,4.0,5.0,0.0,0.0,9.0,3.0,7.0,0.0,4.0,0.0,1,3.0,0.0,9.0,4,3.0,3.0,9.0,9.0,2.0,4.0,9.0,3.0,1.0,6.0,4.0,1.0,9.0,3.0,5.0,3.0,,,5.0,0.0,1.0,3.0,4.0,4.0,6.0,3.0,4.0,2.0,7.0,2.0,6.0,8.0,2.0,,5.0,5.0,5.0,0.0,6.0,6.0,0.0,6.0,1.0,3.0,8.0,5,,2.0,0.0,9.0,3.0,2.0,,9.0,,9.0,3.0,4.0,2.0,4.0,5.0,1.0,0.0,7.0,9.0,7.0,6.0,3.0,,9.0,4.0,,12,0.04,3.4546875,-0.29513467452095116
5.0,4.0,1.0,,5.0,4.0,4.0,3.0,2.0,1.0,5.0,7.0,0.0,7.0,2.0,1,3.0,6.0,6.0,6,7.0,4.0,5.0,0.0,3.0,6.0,,0.0,,0.0,3.0,2.0,4.0,0.0,5.0,1.0,1.0,,,3.0,7.0,0.0,6.0,,5.0,5.0,6.0,1.0,3.0,,4.0,4.0,5.0,,1.0,,6.0,5.0,4.0,4.0,,5.0,0.0,4.0,7.0,2,4.0,1.0,4.0,0.0,6.0,7.0,3.0,6.0,,3.0,4.0,7.0,0.0,1.0,6.0,5.0,3.0,5.0,0.0,5.0,6.0,6.0,7.0,,2.0,3.0,13,0.04,3.1635802469135803,-0.19530946563167795
6.0,,0.0,,1.0,2.0,0.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,7,2.0,7.0,0.0,1,3.0,8.0,5.0,8.0,6.0,4.0,7.0,4.0,5.0,4.0,7.0,4.0,6.0,4.0,3.0,1.0,0.0,,1.0,5.0,4.0,6.0,,1.0,2.0,5.0,6.0,8.0,1.0,2.0,8.0,8.0,1.0,4.0,7.0,2.0,6.0,7.0,1.0,8.0,,7.0,0.0,,0.0,5,8.0,8.0,8.0,7.0,8.0,,0.0,,8.0,7.0,2.0,7.0,3.0,5.0,4.0,8.0,0.0,4.0,0.0,5.0,5.0,4.0,,0.0,6.0,5.0,14,0.04,3.2990654205607477,-0.23042136786097792
,,4.0,,4.0,2.0,4.0,2.0,0.0,0.0,4.0,,2.0,6.0,0.0,1,5.0,6.0,4.0,4,4.0,5.0,7.0,6.0,3.0,3.0,,3.0,4.0,5.0,2.0,7.0,4.0,5.0,5.0,5.0,7.0,6.0,1.0,4.0,5.0,5.0,6.0,6.0,5.0,1.0,0.0,5.0,0.0,7.0,2.0,3.0,7.0,,5.0,4.0,7.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,2,7.0,2.0,1.0,6.0,3.0,4.0,7.0,4.0,,3.0,3.0,2.0,0.0,3.0,7.0,5.0,2.0,4.0,7.0,4.0,5.0,3.0,6.0,,7.0,4.0,15,0.04,2.796502384737679,-0.2563831077643626
2.0,,7.0,8.0,4.0,0.0,2.0,0.0,9.0,8.0,9.0,1.0,5.0,5.0,8.0,5,9.0,,5.0,3,6.0,4.0,6.0,3.0,6.0,0.0,0.0,6.0,6.0,0.0,5.0,3.0,4.0,7.0,3.0,7.0,6.0,7.0,4.0,3.0,6.0,2.0,5.0,6.0,6.0,5.0,6.0,7.0,0.0,9.0,0.0,2.0,3.0,0.0,4.0,8.0,,2.0,9.0,2.0,7.0,3.0,4.0,5.0,7.0,4,,0.0,9.0,,4.0,,2.0,5.0,,,3.0,,5.0,3.0,0.0,6.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,,4.0,,16,0.04,3.4868217054263564,-0.00402752926335202
