0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,seed,complex_param,EPH,corr
5.0,,0,,4,3,3,2,4,4,3,3,4,0,4,3,0,5.0,4.0,2,3,4,0.0,5.0,0.0,1.0,5.0,4,4.0,4,3,4,3.0,0.0,2,3,5.0,5.0,3,4,3,3,4,3,3,1,4,4,3,4,4,5.0,4.0,,4,4,5.0,1.0,3.0,4,0.0,4,2,4,5.0,1,5.0,3,0,4.0,4,4.0,4.0,4.0,5.0,5.0,0,3,2,3,0.0,4.0,2,4.0,4.0,4.0,4,4,4.0,,4.0,,0,6,2.00709219858156,-0.5450080528801784
,,4,,4,1,4,4,4,4,4,5,3,4,4,2,4,5.0,4.0,1,3,3,5.0,3.0,3.0,5.0,5.0,3,2.0,3,4,5,,5.0,4,3,4.0,5.0,2,0,3,2,4,3,0,4,3,3,4,4,3,5.0,4.0,0.0,0,5,0.0,3.0,2.0,0,4.0,3,1,3,3.0,2,4.0,3,3,,4,5.0,5.0,0.0,0.0,4.0,4,3,3,2,4.0,0.0,3,,0.0,4.0,4,3,2.0,,5.0,,1,6,1.8865619546247818,-0.2574679248410512
3.0,,0,4.0,3,3,2,4,3,4,3,4,2,0,0,2,0,4.0,3.0,1,1,0,4.0,0.0,4.0,,1.0,2,1.0,3,1,4,4.0,3.0,2,0,3.0,4.0,2,3,3,3,2,2,2,2,4,3,3,3,1,4.0,3.0,1.0,3,4,0.0,3.0,4.0,3,,3,1,4,4.0,2,1.0,3,1,,3,0.0,3.0,3.0,,3.0,3,3,3,2,4.0,3.0,2,4.0,0.0,3.0,3,2,4.0,,3.0,3.0,2,6,1.6690265486725664,-0.31787882693707725
,,1,,3,2,1,4,3,0,4,5,4,2,3,3,3,4.0,4.0,3,3,4,5.0,4.0,3.0,4.0,5.0,3,4.0,3,3,5,5.0,4.0,4,3,5.0,2.0,3,1,2,3,4,2,3,0,3,4,3,4,4,4.0,0.0,5.0,3,0,4.0,4.0,0.0,4,5.0,4,1,4,5.0,2,5.0,3,0,5.0,0,5.0,4.0,4.0,,4.0,4,3,3,2,4.0,3.0,2,5.0,0.0,0.0,3,3,4.0,,0.0,,3,6,1.9356521739130435,-0.5367982922757107
5.0,,2,,3,2,3,4,3,4,0,4,4,0,0,3,3,4.0,4.0,3,3,4,4.0,4.0,4.0,5.0,5.0,3,3.0,3,1,5,5.0,4.0,2,0,5.0,3.0,2,3,3,3,4,3,2,3,4,0,4,1,2,4.0,3.0,0.0,3,4,4.0,4.0,4.0,3,5.0,3,0,4,4.0,1,5.0,2,0,5.0,2,4.0,5.0,1.0,,1.0,3,3,1,2,0.0,3.0,2,5.0,4.0,3.0,4,3,5.0,0.0,3.0,,4,6,1.8491921005385996,-0.44942444794702513
4.0,,1,,2,2,2,3,2,4,0,1,3,1,3,2,2,4.0,4.0,1,0,3,3.0,3.0,4.0,3.0,3.0,2,0.0,3,1,3,4.0,3.0,0,2,2.0,0.0,2,3,0,3,2,2,1,2,2,1,2,0,3,3.0,0.0,4.0,0,3,4.0,4.0,4.0,4,,3,3,3,,2,,3,3,4.0,4,,1.0,3.0,0.0,4.0,4,2,3,3,4.0,3.0,1,4.0,4.0,3.0,3,3,2.0,,2.0,,5,6,1.6578014184397163,-0.43159572667791324
0.0,,3,5.0,5,4,4,4,5,5,4,5,4,4,5,3,4,5.0,4.0,2,0,5,4.0,0.0,5.0,5.0,5.0,5,5.0,4,0,4,5.0,5.0,4,4,5.0,0.0,0,0,1,4,5,4,4,3,5,4,2,3,4,5.0,5.0,,4,0,5.0,5.0,5.0,0,,5,3,2,0.0,3,,4,3,5.0,5,2.0,5.0,,,5.0,3,4,4,4,5.0,5.0,4,1.0,5.0,5.0,5,4,5.0,,5.0,,6,6,2.202821869488536,-0.4291554838758546
5.0,4.0,3,,4,3,3,4,4,3,4,5,3,3,4,0,4,5.0,0.0,2,2,3,0.0,5.0,4.0,5.0,2.0,3,1.0,4,2,4,5.0,5.0,3,4,4.0,0.0,3,2,3,3,4,0,3,3,3,4,4,4,4,5.0,4.0,,4,4,1.0,4.0,0.0,4,5.0,4,0,4,5.0,1,0.0,3,4,5.0,4,5.0,4.0,5.0,,5.0,3,3,0,4,5.0,4.0,0,5.0,2.0,5.0,4,3,5.0,,4.0,,7,6,2.073170731707317,-0.5004648090420202
5.0,0.0,3,0.0,4,3,4,4,4,5,4,0,0,3,4,2,3,2.0,4.0,0,3,4,3.0,5.0,4.0,5.0,5.0,1,1.0,4,3,4,5.0,3.0,4,4,5.0,2.0,4,3,4,3,3,4,2,4,4,3,4,4,0,5.0,4.0,4.0,3,5,4.0,4.0,0.0,4,5.0,3,3,4,5.0,1,5.0,2,3,5.0,3,4.0,5.0,5.0,,4.0,3,2,2,3,0.0,2.0,3,3.0,4.0,4.0,4,0,5.0,0.0,4.0,,8,6,1.924693520140105,-0.33706138913199674
4.0,,2,0.0,3,3,0,2,3,3,2,3,3,2,3,2,1,1.0,4.0,1,0,3,3.0,3.0,4.0,1.0,0.0,3,0.0,3,4,2,1.0,3.0,2,3,4.0,1.0,0,2,2,2,3,1,2,0,0,3,2,3,1,3.0,3.0,4.0,3,3,4.0,4.0,4.0,3,,0,3,1,2.0,2,,3,3,4.0,4,4.0,3.0,4.0,,4.0,0,3,3,3,4.0,4.0,2,3.0,4.0,4.0,3,3,3.0,,4.0,,9,6,1.6946428571428573,-0.3961386708556106
