0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,seed,complex_param,EPH,corr
3,4,0,4,2,2,2,2,2,2,1,3,2,0,1,2,0,2,3,2,1,3,0,3,0,3,3,2,2,3,2,2,3,0,2,2,3,3,2,3,1,2,3,1,1,2,3,3,2,2,3,3,2,3,3,3,2,2,2,2,0,2,1,3,3,1,4,2,0,3,2,3,3,3,4,3,0,3,2,2,0,2,2,3,2,3,3,2,3,4,1,3,0,4,1.402805611222445,-0.5369042362732656
4,3,2,5,2,1,3,2,3,2,3,3,2,2,2,1,3,3,3,2,2,2,4,3,2,3,4,3,3,2,2,3,3,3,3,3,3,4,1,0,2,2,3,3,0,3,2,2,3,3,2,3,3,0,0,3,0,2,1,0,3,2,1,2,3,1,3,1,2,4,2,3,4,0,0,2,2,2,2,2,3,0,2,4,0,3,3,2,3,5,3,4,1,4,1.4098039215686278,-0.40220559381792104
4,4,0,3,2,2,1,3,2,2,2,3,2,0,0,1,0,3,2,1,1,0,3,0,3,3,3,1,2,3,3,3,3,2,2,0,2,2,2,2,2,2,2,1,1,2,3,2,2,2,2,3,2,3,2,3,0,2,2,2,3,2,1,3,2,1,3,2,1,4,3,0,3,3,4,3,2,2,2,2,3,2,1,3,0,2,2,2,2,3,3,3,2,4,1.3406813627254508,-0.5278712212277614
3,4,2,4,2,1,2,1,2,0,3,3,3,1,2,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,1,3,3,3,2,2,3,3,2,2,2,2,3,1,2,0,2,2,2,3,3,3,0,3,2,0,3,2,0,2,3,3,1,3,3,1,3,2,0,3,0,2,3,3,3,2,2,2,1,1,3,2,2,2,0,0,3,2,3,4,0,3,3,4,1.3785425101214575,-0.5582489313659071
4,4,1,3,2,3,2,2,2,2,0,3,2,0,0,2,1,3,3,2,1,2,3,3,3,3,3,1,2,3,3,3,3,2,2,0,3,2,1,2,2,2,3,1,1,2,3,0,2,2,3,3,2,0,2,3,2,3,3,2,3,3,0,3,3,1,3,2,0,4,3,4,3,3,4,3,3,2,2,2,0,3,1,3,2,2,2,2,3,0,2,3,4,4,1.371868978805395,-0.5146309064314543
3,4,1,2,1,2,2,2,1,3,0,2,2,1,2,2,2,3,3,1,0,2,2,2,4,3,3,1,0,3,3,3,3,2,0,1,2,0,1,2,0,3,1,1,1,2,3,3,2,0,3,2,0,2,0,1,3,3,3,3,4,3,2,3,2,2,4,3,2,3,3,4,3,2,0,3,3,2,3,2,4,3,1,3,3,2,2,3,3,2,3,4,5,4,1.3272357723577235,-0.4166595787241528
0,3,1,3,2,2,2,2,3,3,2,2,2,2,3,2,2,3,2,1,0,2,2,0,3,3,3,2,3,2,0,2,3,3,2,2,3,0,0,0,1,2,2,2,2,2,3,2,1,2,2,2,3,3,1,0,3,3,2,0,4,3,2,2,0,1,3,2,3,2,3,4,2,3,5,4,2,2,3,3,3,3,2,3,3,3,2,3,3,3,3,4,6,4,1.43579766536965,-0.5473587834637654
3,4,1,3,2,2,2,2,3,1,2,3,2,2,2,0,2,3,0,1,1,1,0,2,2,3,3,2,2,2,3,3,3,3,2,2,3,0,2,2,2,2,2,0,2,2,2,2,2,2,2,3,3,3,2,3,3,2,0,2,3,2,0,3,3,1,0,1,2,3,2,3,3,3,4,3,2,2,0,2,2,3,0,3,1,3,3,2,3,3,3,3,7,4,1.408624229979466,-0.5962918212458889
3,0,3,0,3,1,2,2,3,2,3,0,0,3,2,1,1,3,2,0,2,1,3,3,2,3,4,3,3,2,2,3,3,3,2,2,3,3,3,2,2,1,2,3,2,2,2,2,3,3,0,3,3,4,2,3,2,2,0,2,3,2,1,2,3,1,2,1,2,4,2,3,3,4,4,3,2,2,2,2,0,2,2,3,2,3,3,0,3,0,2,4,8,4,1.37782340862423,-0.3417734263749882
3,4,1,0,2,2,0,2,2,3,1,3,2,1,2,2,2,3,3,1,0,2,3,3,3,3,0,2,0,3,2,2,3,2,1,2,2,3,0,2,1,2,2,1,1,0,0,2,2,2,2,3,2,3,3,2,3,3,3,3,4,0,2,3,2,1,3,2,2,3,3,3,3,3,4,3,0,2,2,2,3,3,1,3,3,2,2,2,3,4,3,3,9,4,1.39009900990099,-0.6141237478378341
3,3,1,0,1,2,1,3,2,3,2,3,2,2,2,1,2,3,2,0,1,2,3,3,3,3,3,1,2,2,3,2,3,2,0,0,1,2,1,0,1,2,2,0,1,2,2,2,2,1,2,2,2,3,3,0,0,3,3,2,3,0,2,2,3,1,3,2,2,4,3,4,3,3,4,3,3,2,3,2,3,3,2,3,3,2,2,2,2,0,3,3,10,4,1.3473895582329318,-0.46965646039773
3,2,2,4,2,2,2,2,3,2,2,3,2,1,2,1,2,3,2,2,2,2,0,3,2,3,3,2,0,0,2,3,3,3,1,2,3,3,2,1,2,2,2,2,2,2,2,0,1,2,2,0,3,3,2,3,3,2,0,2,3,0,1,1,3,1,3,1,0,3,2,3,3,3,4,3,2,2,0,1,2,2,2,3,2,0,3,2,3,4,3,2,11,4,1.4067796610169492,-0.6127477318644642
3,3,2,4,2,1,1,0,0,1,2,3,0,2,0,1,1,0,2,1,2,2,3,3,2,3,3,1,2,2,2,2,3,3,3,2,3,3,2,0,1,2,2,2,1,2,2,2,2,2,2,3,3,3,2,3,2,0,1,2,0,2,1,2,3,1,3,2,0,3,2,3,2,3,3,2,2,2,2,2,3,2,0,3,2,3,2,2,2,4,3,3,12,4,1.309572301425662,-0.6015951165670314
3,3,1,4,2,2,2,2,3,2,2,3,0,2,1,1,2,3,2,1,2,2,3,0,2,2,3,0,3,0,2,3,3,0,2,2,3,3,2,2,2,0,2,2,2,2,2,2,1,3,2,3,3,3,1,3,2,2,1,2,3,2,0,2,3,1,3,1,2,0,2,3,2,3,4,3,2,2,0,1,2,3,1,3,0,2,2,2,3,4,3,3,13,4,1.3571428571428572,-0.584606232797178
4,4,0,4,2,2,0,3,2,2,2,3,2,1,2,1,2,3,0,1,1,2,3,2,3,3,3,2,2,3,3,3,3,2,2,2,0,3,1,2,2,2,3,1,2,2,3,3,2,2,3,3,2,3,2,3,2,2,2,2,3,2,0,3,0,1,4,2,2,4,3,4,0,3,5,4,3,2,2,3,3,3,0,3,0,3,3,3,3,0,3,4,14,4,1.4241245136186773,-0.49271925923926035
3,3,2,4,3,2,1,1,0,0,1,2,2,2,0,1,2,3,3,2,2,2,2,3,1,2,3,2,3,2,3,3,2,3,3,3,3,3,2,2,2,1,3,3,1,2,0,2,0,3,2,3,3,4,2,2,2,2,0,0,1,0,1,2,0,1,3,1,2,3,3,3,2,3,4,3,2,3,0,2,2,3,2,3,1,3,3,2,2,4,3,3,15,4,1.3450980392156864,-0.49482559745460475
