0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,seed,complex_param,EPH,corr
4.0,5.0,0.0,,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,0.0,2.0,3.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,0.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,0.0,4.0,4.0,5.0,4.0,4.0,,5.0,0.0,3.0,3.0,4.0,0.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,,4.0,,0,5,1.8048780487804879,-0.5578784440289584
5.0,6.0,3.0,,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,0.0,3.0,2.0,4.0,3.0,0.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,5.0,1.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,5.0,0.0,4.0,4.0,3.0,4.0,,4.0,,1,5,1.7462686567164178,-0.3684932582513978
4.0,5.0,0.0,,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,1.0,0.0,3.0,0.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,0.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,0.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,0.0,3.0,3.0,2.0,3.0,,3.0,,2,5,1.5456273764258555,-0.4446772075449904
5.0,6.0,4.0,,3.0,2.0,4.0,2.0,4.0,0.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,0.0,3.0,3.0,4.0,4.0,3.0,4.0,0.0,5.0,3.0,0.0,4.0,3.0,0.0,2.0,3.0,3.0,1.0,4.0,4.0,1.0,4.0,2.0,0.0,5.0,0.0,3.0,4.0,4.0,,3.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,0.0,0.0,4.0,2.0,4.0,,0.0,,3,5,1.8278388278388278,-0.44091603767060383
5.0,6.0,1.0,,2.0,3.0,3.0,4.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,0.0,4.0,4.0,1.0,4.0,3.0,0.0,5.0,4.0,5.0,5.0,4.0,,4.0,4.0,3.0,3.0,3.0,0.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,0.0,4.0,,4,5,1.7806215722120657,-0.4922397488475619
4.0,5.0,1.0,,2.0,3.0,2.0,3.0,2.0,3.0,0.0,3.0,3.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,0.0,3.0,3.0,4.0,4.0,2.0,0.0,2.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,0.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,,4.0,,5,5,1.5833333333333333,-0.5024673409879568
0.0,5.0,2.0,,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,1.0,0.0,4.0,4.0,0.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,4.0,5.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,0.0,5.0,4.0,4.0,0.0,5.0,4.0,3.0,4.0,0.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,,5.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,,5.0,,6,5,2.0114503816793894,-0.6008046402026114
4.0,5.0,2.0,,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,0.0,2.0,3.0,3.0,0.0,3.0,4.0,1.0,0.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,,4.0,3.0,2.0,0.0,3.0,3.0,3.0,0.0,4.0,1.0,3.0,3.0,3.0,3.0,,4.0,,7,5,1.6838095238095239,-0.543077029035001
5.0,0.0,4.0,0.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,0.0,5.0,5.0,6.0,2.0,4.0,4.0,3.0,0.0,3.0,4.0,3.0,2.0,3.0,5.0,1.0,4.0,1.0,3.0,5.0,4.0,4.0,4.0,6.0,,4.0,3.0,3.0,3.0,3.0,0.0,4.0,4.0,5.0,3.0,5.0,5.0,0.0,4.0,0.0,4.0,,8,5,1.8702702702702703,-0.371877638217049
4.0,5.0,1.0,0.0,3.0,3.0,0.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,4.0,4.0,0.0,2.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,0.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,0.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,,4.0,0.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,,9,5,1.6900900900900901,-0.5897921227982716
